#{"t_start": 1702338514.678338, "env_id": "ContactProcess"}
r,l,t
-7997.668667,10,194.565781
-8598.061573,10,194.578987
-7098.837825,8,194.589935
-7999.032626,9,194.602518
-7598.391688,8,194.613429
-7196.999107,9,194.625939
-6596.767758,8,194.636585
-9699.454177,11,194.653678
-7199.380049,9,194.665014
-10695.79473,14,194.681734
-9197.577571,11,194.697675
-6098.802115,7,194.707903
-5198.153309,6,194.716423
-4698.039894,6,194.725936
-9195.452409,11,194.739511
-6199.742141,7,194.748938
-6798.203524,8,194.761236
-10494.351842,11,194.773567
-10398.178464,13,194.790794
-7399.755004,9,194.802203
-8498.519003,10,194.815456
-7898.48831,11,194.836038
-4798.509558,6,194.84481
-5698.148365,7,194.854888
-7698.001668,8,194.865403
-7293.273203,9,194.877115
-7196.207244,9,194.889089
-7097.655548,8,194.899562
-7197.994919,8,194.91028
-5896.92041,7,194.919923
-7296.589242,10,194.932942
-8397.684372,10,194.947408
-9997.988358,12,194.965935
-7594.61111,10,194.977608
-8597.845199,11,194.991925
-6595.738907,8,195.002885
-7998.224707,11,195.016631
-7397.369845,9,195.029541
-8993.611524,10,195.041739
-8392.536939,10,195.052999
-9297.663433,10,195.066093
-5699.655119,8,195.076569
-6396.271028,8,195.08852
-8399.477908,10,195.100686
-8397.471723,11,195.114803
-11296.861258,13,195.130876
-7897.150321,10,195.143112
-7397.018334,9,195.154294
-7198.570011,10,195.168202
-2697.985128,3,195.17695
-8097.415779,10,195.189031
-8098.589231,10,195.203797
-10498.389396,12,195.218709
-6298.284576,9,195.231487
-5896.863979,7,195.240044
-5997.589635,8,195.249875
-7099.246065,8,195.259807
-5698.540419,7,195.269595
-11898.159929,14,195.286779
-7899.01665,10,195.300228
-5299.462091,6,195.308694
-6999.275363,8,195.319376
-6298.193631,9,195.330774
-9698.069955,11,195.344767
-5698.692584,8,195.355581
-8897.153743,10,195.367945
-8297.885307,9,195.380685
-6698.573121,8,195.392589
-7897.822342,8,195.403426
-4598.751298,6,195.414142
-6497.697896,7,195.423579
-5099.583111,6,195.431944
-8199.378082,10,195.445055
-5297.486011,6,195.453216
-8697.930965,11,195.468289
-5299.436136,6,195.475893
-7798.7913,9,195.486916
-9497.330452,12,195.504575
-7492.776295,8,195.513412
-8598.821393,10,195.530267
-5296.557159,9,195.539997
-5298.541475,6,195.54881
-4098.836567,6,195.557224
-9896.935773,10,195.568944
-6597.716638,8,195.578491
-4298.538041,6,195.58788
-7198.512671,8,195.599031
-9498.976764,13,195.614812
-6697.663513,8,195.626238
-7898.391999,10,195.640577
-8598.369989,12,195.657958
-6997.428785,8,195.668267
-7097.329074,9,195.681804
-7298.494556,9,195.690848
-12798.119972,17,195.711416
-8698.951354,11,195.725553
-7397.674451,10,195.739651
-6898.994577,8,195.749942
-12597.526475,15,195.767792
-7598.248324,8,195.777386
-10497.251563,13,195.797345
-7998.490736,10,195.811462
-6798.391431,9,195.825473
-5399.527497,7,195.834728
-7397.957345,9,195.845679
-7697.870538,10,195.86364
-10099.474293,10,195.874666
-5498.356548,7,195.884537
-7598.644301,9,195.896048
-4998.258147,6,195.904967
-7198.480712,9,195.915979
-9297.300955,11,195.928075
-5796.713482,7,195.93645
-9397.231844,12,195.949664
-8895.529432,11,195.962981
-6399.752772,8,195.975005
-4698.990021,6,195.982547
-5698.297165,7,195.991762
-5995.690371,8,196.00332
-7799.288412,10,196.015241
-5798.906759,6,196.024006
-6597.909014,8,196.033605
-9397.22049,12,196.049441
-8697.387141,10,196.064127
-7699.814877,8,196.074301
-9296.640612,11,196.087834
-7999.455435,10,196.100284
-8399.354896,10,196.113731
-9997.736324,11,196.128076
-6798.623246,8,196.141731
-5897.494269,7,196.153828
-7297.546218,8,196.165575
-7197.667528,9,196.177302
-7297.513051,8,196.189277
-9496.997577,13,196.212743
-8499.146742,11,196.227943
-6298.280749,7,196.237635
-7698.13636,9,196.249983
-10998.218057,13,196.267799
-6397.431054,8,196.278315
-7798.548589,9,196.292106
-5899.287693,7,196.301687
-8296.950551,10,196.315124
-8794.389543,10,196.32658
-9997.975663,12,196.341237
-7797.183786,9,196.354342
-8798.686408,10,196.366685
-2999.762255,4,196.37264
-6399.047314,7,196.382213
-7698.10586,9,196.39331
-6593.596629,8,196.402464
-7997.600851,10,196.417299
-8197.01179,10,196.429379
-9596.135915,12,196.446821
-8895.567743,12,196.464127
-6095.768026,8,196.475612
-6497.519718,8,196.486577
-6495.640834,8,196.49705
-9996.621864,13,196.517608
-5599.688992,7,196.528196
-11098.002297,12,196.544701
-6896.580213,7,196.559323
-7595.639724,9,196.570261
-9997.972546,11,196.583783
-7495.416649,8,196.594144
-6699.159236,8,196.604824
-5899.425217,7,196.615031
-8696.510652,10,196.628823
-5898.286421,7,196.640823
-6099.448433,9,196.653271
-6698.433044,7,196.662996
-5897.791297,8,196.673809
-8293.473417,10,196.685193
-11899.465274,15,196.703759
-7096.320937,9,196.714764
-10195.470799,11,196.727443
-6998.301422,8,196.739814
-7398.425437,10,196.752896
-5399.874044,6,196.762087
-8099.75251,9,196.775669
-5196.938084,8,196.787456
-5198.000767,7,196.798417
-5399.316129,7,196.811349
-7399.449862,10,196.823367
-6397.548346,8,196.834532
-7199.007762,9,196.847263
-5399.310502,6,196.857105
-7798.747161,9,196.870921
-8796.355141,11,196.886696
-5399.07146,7,196.895993
-5396.687623,7,196.905487
-7799.842156,11,196.924849
-5099.394512,6,196.933449
-6998.491984,9,196.946381
-9495.638538,12,196.960337
-6097.712785,8,196.971488
-6297.226947,8,196.982379
-9998.849472,13,196.999654
-8398.138504,10,197.013449
-7897.923408,10,197.027434
-11995.614983,14,197.044925
-9296.950194,12,197.06059
-10696.606928,14,197.077556
-8696.851034,12,197.093752
-7297.338828,10,197.107235
-6796.632095,8,197.117543
-5799.24113,7,197.126498
-8997.159934,10,197.138464
-11497.411716,14,197.158132
-4096.999884,5,197.163364
-7596.629403,9,197.175944
-4299.577744,6,197.184106
-7896.529559,9,197.194602
-6998.382928,8,197.206452
-9898.430411,13,197.22433
-6898.189888,8,197.234705
-6896.440138,10,197.247976
-6496.118568,9,197.266101
-9495.36282,12,197.28061
-5499.481589,7,197.290973
-7595.876846,8,197.300876
-6598.04265,8,197.311377
-5695.710467,8,197.320295
-6596.576513,8,197.33113
-11591.24688,14,197.345861
-7099.264015,9,197.356962
-6098.795853,8,197.368367
-4997.039155,6,197.375836
-6097.168631,9,197.387783
-7994.823325,8,197.398261
-5798.702557,6,197.406343
-6598.705675,9,197.415984
-9297.489952,12,197.430836
-6398.063788,8,197.441958
-7498.85168,11,197.455442
-6296.287877,9,197.467667
-5096.806532,7,197.477164
-8597.842472,11,197.491994
-6997.536656,7,197.500724
-7398.636353,8,197.512941
-7598.000903,8,197.523301
-5496.890034,6,197.532209
-5997.21153,7,197.540737
-6797.609051,8,197.550876
-6397.736146,7,197.56022
-5596.89704,8,197.569902
-7697.889673,10,197.583563
-6295.290783,9,197.599013
-6396.701884,8,197.608767
-10296.4044,14,197.623831
-9497.702796,11,197.637701
-13096.723696,18,197.658642
-11597.979452,15,197.676947
-7395.194544,10,197.689737
-10098.122946,12,197.707964
-7897.843537,9,197.719555
-8099.349596,10,197.735618
-8295.208594,11,197.748568
-6496.31953,8,197.758375
-8398.753498,10,197.770115
-6298.796056,8,197.780699
-6896.415295,8,197.78994
-3899.518449,5,197.796368
-10691.83701,14,197.813021
-7496.886214,10,197.825904
-7898.273536,10,197.839638
-5999.218905,8,197.849673
-4999.01052,7,197.85961
-5896.143375,7,197.868654
-8195.833126,9,197.879165
-6999.366371,7,197.888075
-11496.365706,16,197.90855
-9493.889843,14,197.929172
-7497.339306,9,197.941328
-6196.81613,8,197.951915
-6398.98585,7,197.961122
-7498.584304,9,197.973679
-7298.46861,9,197.987051
-6796.944781,7,197.99592
-7397.701322,9,198.007376
-8396.358527,12,198.022048
-6598.136548,8,198.033327
-4998.653138,6,198.042346
-8198.129405,9,198.054979
-7398.303616,9,198.067103
-5599.981784,7,198.076643
-9898.555153,11,198.091156
-7596.451413,10,198.10281
-4396.376729,6,198.111269
-7198.609414,8,198.122063
-5098.856155,7,198.130703
-8097.131039,10,198.143611
-6596.810561,9,198.158166
-5698.176235,7,198.169338
-7898.426211,11,198.18569
-9298.458373,11,198.198711
-5897.221013,8,198.208397
-9095.274336,11,198.223859
-6797.767247,9,198.236177
-10796.715384,14,198.253726
-7598.501277,10,198.272856
-4597.935184,6,198.281519
-8099.192188,10,198.29404
-5699.112788,6,198.301585
-5699.980117,6,198.309647
-6597.247871,9,198.321402
-7498.238651,10,198.335366
-9698.388757,12,198.349656
-6896.599535,8,198.360158
-6296.072834,8,198.372922
-5098.573696,7,198.382545
-7298.538232,9,198.395127
-5098.996529,7,198.405601
-8394.575039,10,198.417542
-8898.70594,10,198.431737
-6796.096806,8,198.441356
-7997.664088,9,198.453987
-8097.881272,9,198.465146
-7199.219901,8,198.474572
-6592.163514,9,198.486133
-3899.130198,5,198.493192
-5797.453802,7,198.503381
-6898.001237,8,198.514792
-6297.783279,8,198.527384
-5498.000324,6,198.535449
-7297.409461,10,198.54887
-6397.940265,8,198.560173
-7099.301068,8,198.570619
-8597.845505,10,198.583761
-6699.747209,9,198.596299
-9099.252034,11,198.610298
-8398.293527,10,198.625919
-5997.543055,7,198.634371
-4498.449578,6,198.641429
-7998.579357,10,198.654382
-6798.040744,8,198.665022
-6994.84529,9,198.67477
-6898.524219,8,198.685895
-10794.915251,13,198.700537
-5998.370635,8,198.713921
-3798.9569,5,198.721291
-7397.999225,9,198.734405
-9098.945052,11,198.748426
-7297.716131,9,198.759253
-7898.75136,9,198.770811
-7897.185017,10,198.784794
-7497.532098,9,198.797038
-5394.602063,8,198.809504
-8696.13757,13,198.825676
-8499.402801,9,198.838867
-5599.430446,7,198.848213
-8298.001476,11,198.863095
-6895.914798,8,198.872556
-9094.908866,12,198.886842
-5397.371561,7,198.897175
-7198.69352,8,198.90783
-7798.684348,9,198.918758
-7795.478114,9,198.929772
-5898.006492,7,198.940048
-6099.006164,7,198.949288
-8097.834778,9,198.964727
-6696.735159,8,198.974497
-12198.810179,15,198.990886
-9095.856097,10,199.006308
-4797.955033,6,199.017976
-8397.962885,9,199.02932
-7197.714523,9,199.041252
-6396.031966,8,199.051361
-5489.728535,6,199.057172
-6098.610126,8,199.069084
-6494.145813,9,199.079641
-6598.180574,8,199.089392
-9796.439483,13,199.105139
-6998.317201,8,199.117747
-7098.409535,9,199.129747
-6599.355717,8,199.139
-5497.070646,8,199.149168
-6498.398742,9,199.161554
-5697.938935,7,199.171663
-6098.001065,8,199.182873
-9597.452223,11,199.195942
-9796.625742,13,199.210848
-9094.664704,11,199.223404
-7698.000793,10,199.23663
-6997.261259,8,199.246417
-6699.260754,8,199.256175
-7795.249339,9,199.268162
-7297.46585,9,199.280574
-7698.076008,9,199.297612
-8798.619285,11,199.311025
-7897.973324,10,199.324752
-7098.001086,8,199.33457
-10495.127507,12,199.34745
-6397.605195,9,199.359952
-7097.002101,8,199.369715
-9998.532193,13,199.387412
-7297.293975,9,199.400168
-7598.000373,8,199.410085
-7394.648799,9,199.420144
-6996.029131,9,199.431298
-6597.404248,8,199.442568
-6997.426758,9,199.454449
-7498.056696,8,199.464284
-5198.894869,6,199.472187
-4299.999783,5,199.478476
-6597.513923,8,199.489609
-9498.291761,13,199.508202
-8397.869981,11,199.521919
-5499.559007,6,199.529265
-9194.73543,12,199.542208
-8297.956523,10,199.556864
-6498.770699,9,199.569162
-6398.000901,7,199.578325
-5299.394551,7,199.587491
-7298.491311,9,199.59967
-6896.325596,8,199.610562
-7999.379406,10,199.628206
-5598.894049,6,199.636151
-4898.656293,7,199.645894
-10597.103454,12,199.661583
-6996.475763,8,199.671773
-6198.87373,7,199.680981
-5297.452939,8,199.691802
-7698.406841,9,199.70429
-6797.866009,9,199.716708
-6699.18564,8,199.726833
-5397.333311,7,199.73583
-7998.049205,10,199.747218
-6497.126809,9,199.758642
-5799.126644,7,199.768059
-8097.412391,10,199.780648
-7597.923783,9,199.793928
-8296.954611,11,199.806945
-5899.516608,8,199.817231
-6897.54548,9,199.830596
-9497.230092,11,199.842621
-5596.180754,8,199.854143
-6398.5694,8,199.86433
-5098.452911,7,199.87333
-8798.068477,11,199.886103
-8398.000896,10,199.899538
-7697.999055,9,199.910258
-5298.006522,6,199.91774
-9996.85658,12,199.930846
-8097.897954,11,199.944021
-7197.651317,8,199.954761
-6497.64912,9,199.971309
-4599.195722,6,199.979433
-6897.718196,9,199.991156
-6697.216846,11,200.004892
-5999.424726,8,200.015031
-8493.918653,11,200.028807
-6899.338551,9,200.042244
-7397.666323,8,200.051657
-9497.418639,11,200.064704
-6997.990693,9,200.076662
-7997.482089,10,200.088754
-5997.405437,8,200.098903
-6899.372245,8,200.109267
-7395.100964,9,200.120234
-8795.564108,10,200.132331
-6998.49482,9,200.144386
-6797.034798,8,200.155158
-8095.646394,11,200.168306
-5996.258775,7,200.176271
-9695.912388,11,200.189271
-6797.919809,9,200.202997
-7497.614815,10,200.216516
-6997.243672,8,200.227157
-7698.742101,8,200.238071
-6696.716145,10,200.249412
-15298.337362,18,200.269217
-6395.773171,8,200.27888
-12298.846761,14,200.29857
-5998.714514,6,200.306858
-3398.01548,4,200.312383
-10790.908544,16,200.330453
-6899.463113,8,200.341578
-8297.618876,11,200.353521
-6898.000989,8,200.363874
-16199.385049,19,200.384579
-7197.966582,10,200.39842
-6098.00071,8,200.409306
-8998.643057,10,200.424928
-9898.170074,13,200.440458
-9097.778607,10,200.45195
-11197.624816,14,200.468458
-6395.50126,10,200.482289
-6599.030629,8,200.492275
-13197.314295,16,200.509855
-6497.092391,10,200.524377
-5897.277122,8,200.536842
-5598.042989,7,200.546918
-4597.894627,6,200.555457
-10598.732035,13,200.570207
-6898.476916,8,200.582334
-6597.438298,9,200.592579
-7796.105819,11,200.607894
-4198.000784,6,200.620031
-6493.746156,8,200.630131
-8196.021085,10,200.641409
-8198.001841,10,200.654675
-6899.101261,7,200.663095
-7496.406001,10,200.67498
-7798.743413,9,200.686454
-7699.252016,11,200.699803
-6897.292602,9,200.711805
-6998.401309,10,200.723949
-4899.980117,6,200.732166
-8598.435289,10,200.744294
-8597.266975,11,200.758741
-7398.161738,10,200.772971
-10097.553939,13,200.788732
-6096.392035,8,200.800491
-8297.48158,10,200.811552
-5196.782,7,200.822153
-6598.882595,8,200.833919
-4999.761582,7,200.843481
-5099.168715,6,200.851362
-8996.709918,11,200.866326
-6698.163861,8,200.875914
-9593.005189,11,200.887419
-7195.925448,9,200.900504
-8597.487902,9,200.911628
-12198.439908,14,200.928456
-5898.352557,8,200.939152
-5898.000398,7,200.951454
-5798.000422,7,200.960629
-8798.630801,10,200.973152
-7197.550204,10,200.987376
-3997.399011,5,200.994369
-5598.045665,7,201.003657
-6897.13855,9,201.017107
-6198.683914,8,201.027879
-8199.286717,10,201.040843
-6199.097863,8,201.050758
-7398.001974,10,201.065884
-7898.965248,9,201.077074
-8197.93049,10,201.092556
-6999.005877,8,201.101568
-5096.817468,6,201.108694
-7197.836605,9,201.121731
-5599.711923,7,201.130946
-6798.623821,9,201.143801
-7598.934706,9,201.155581
-6999.433107,9,201.166693
-7298.906496,11,201.181194
-9297.512122,11,201.19552
-6097.103079,7,201.205058
-11797.101691,15,201.225244
-6994.359251,8,201.234027
-6697.531405,8,201.244417
-6797.347982,9,201.257376
-6996.302579,9,201.268115
-7395.827033,9,201.280024
-6698.001005,7,201.293158
-7198.057189,10,201.305055
-8697.270397,10,201.319049
-10097.364977,14,201.337193
-7298.082986,8,201.348277
-6597.620525,9,201.360676
-7697.142666,9,201.373185
-11497.327596,12,201.387168
-5098.443867,8,201.399271
-7897.761834,8,201.410119
-7098.466026,9,201.424118
-5899.038934,7,201.433271
-7399.045244,9,201.444118
-6897.895188,8,201.454745
-9098.537923,12,201.469905
-5098.838159,6,201.477791
-9498.269045,12,201.491932
-5797.99985,6,201.500591
-6198.266831,7,201.510394
-5298.434112,7,201.520397
-6997.783243,9,201.532466
-5299.021624,7,201.541443
-8499.023504,11,201.556162
-5099.015378,7,201.566967
-7496.967148,10,201.578599
-8397.79025,11,201.592864
-8399.537696,11,201.607218
-7698.335901,9,201.617776
-8296.972585,10,201.635949
-7399.321631,11,201.649831
-7597.293564,10,201.663036
-8997.486958,10,201.676024
-5999.266853,7,201.685681
-6097.896109,8,201.696064
-7297.789712,9,201.707732
-6296.826798,9,201.719074
-7497.904985,8,201.73001
-6598.692019,9,201.74208
-6698.000612,8,201.752465
-5999.199878,8,201.763109
-9397.653256,10,201.773995
-8897.251147,13,201.790336
-8997.41862,12,201.806609
-7599.726888,10,201.820076
-8898.040348,11,201.83541
-6597.237317,9,201.847347
-3998.769084,6,201.856785
-7296.961616,11,201.872784
-10297.579452,11,201.886724
-10797.866403,12,201.901576
-13097.954062,17,201.92118
-8099.006996,9,201.932061
-7198.932595,8,201.942445
-6998.061402,9,201.955694
-8297.078931,11,201.974739
-9898.079961,12,201.993052
-8797.834166,10,202.006204
-6398.001054,8,202.016663
-9297.755617,11,202.03122
-6197.088418,8,202.043304
-6698.329948,8,202.05309
-9094.81083,11,202.068277
-7397.364151,9,202.081454
-5296.119392,6,202.089506
-8796.108428,10,202.10053
-10699.023091,13,202.115867
-7598.792269,10,202.129605
-9397.64592,11,202.143331
-5199.980118,6,202.150952
-6598.001177,8,202.161512
-5399.00946,7,202.172251
-8897.102739,12,202.188512
-7994.322977,11,202.201508
-6299.509356,9,202.213459
-5096.613774,6,202.221086
-6697.475891,10,202.236141
-6399.349082,8,202.246349
-9398.861437,10,202.258075
-5798.001001,8,202.268209
-9097.622404,12,202.282038
-9395.29456,11,202.294341
-7697.893535,10,202.310987
-7697.163281,9,202.32417
-6897.993405,9,202.334649
-7395.799812,10,202.346287
-5198.616339,7,202.35637
-5599.066859,7,202.365706
-13997.668445,18,202.3886
-5099.67113,7,202.396861
-5497.753565,7,202.406403
-7195.482658,9,202.417818
-8197.794722,11,202.432331
-4998.954587,6,202.441847
-4696.790079,8,202.452892
-8597.322619,10,202.466973
-5898.18612,7,202.477415
-9098.361916,13,202.496575
-7096.788932,9,202.506982
-6197.820684,8,202.517608
-8693.295563,11,202.53098
-9198.623039,12,202.547255
-5795.856701,8,202.555845
-5397.986718,7,202.56641
-7897.332658,11,202.580307
-5499.694583,7,202.588842
-11297.930165,13,202.606955
-7299.031073,9,202.6171
-6297.044668,8,202.627671
-5598.393446,8,202.639468
-7997.741694,11,202.656157
-7599.603762,9,202.66716
-6897.997286,9,202.678376
-3898.000574,5,202.686274
-6997.369395,9,202.698913
-7097.846215,9,202.710355
-5999.527485,7,202.720962
-9395.100675,10,202.733103
-5599.357548,6,202.7409
-5398.699915,7,202.749575
-5998.948428,8,202.758949
-7999.317929,10,202.771658
-8697.694908,11,202.785153
-5997.997209,7,202.794142
-7296.644978,10,202.805299
-8598.1433,13,202.823209
-8099.304828,11,202.837476
-7795.963345,9,202.849416
-5995.956217,8,202.859476
-6097.986349,8,202.869144
-7899.159831,11,202.883747
-6798.261074,8,202.894973
-7499.044513,10,202.907961
-6498.93244,8,202.920315
-5698.000493,6,202.928661
-6398.436391,9,202.940717
-6298.38092,8,202.950687
-10197.811491,12,202.965314
-5797.177585,9,202.976593
-6598.756874,8,202.991067
-4698.000145,6,202.998877
-8195.789481,10,203.011141
-7599.783654,9,203.022785
-6098.216967,8,203.032938
-8597.885876,11,203.047047
-9496.137918,12,203.059758
-7997.238125,9,203.07282
-6598.001148,8,203.085196
-4499.902847,5,203.091659
-10296.136805,13,203.108168
-5098.419343,7,203.118326
-9297.831819,12,203.132474
-6896.806256,9,203.144994
-7798.001247,9,203.15539
-8597.910754,11,203.168716
-3899.252393,6,203.176708
-6997.885736,11,203.192881
-7697.390195,10,203.206799
-8492.073307,10,203.219355
-5598.885874,9,203.233172
-7298.481826,9,203.244806
-5397.52722,8,203.254955
-9697.375734,11,203.267999
-6899.175678,9,203.279551
-7197.643925,10,203.291856
-6496.284431,9,203.304503
-5897.233438,7,203.313284
-7395.803316,9,203.327834
-5597.847671,8,203.338441
-6496.357609,8,203.348544
-5898.809425,7,203.357968
-4899.181284,6,203.36625
-8397.974452,10,203.379111
-7699.527942,9,203.389564
-5297.368892,7,203.399105
-5198.955166,6,203.40751
-8195.493708,9,203.41707
-7597.491685,10,203.429105
-7398.2337,8,203.439297
-7296.027032,10,203.451434
-5598.464467,7,203.460663
-5499.048353,6,203.469049
-6794.567439,9,203.479316
-8298.001214,11,203.491921
-6396.884791,9,203.503498
-9197.510253,11,203.516622
-7199.988232,8,203.525929
-4598.678951,6,203.534036
-7596.897648,9,203.545889
-5496.871029,7,203.555198
-11697.152462,13,203.572283
-6499.753022,8,203.581322
-8294.900096,9,203.591427
-4599.640629,6,203.599682
-5398.244855,7,203.609303
-9098.431918,11,203.622654
-7297.195581,9,203.634771
-10798.43006,14,203.655819
-5893.343389,8,203.667151
-8098.688445,11,203.680581
-7697.339115,11,203.693708
-7895.027304,10,203.707018
-9798.718647,12,203.72108
-5798.42249,8,203.732035
-5397.694823,8,203.743693
-6398.285541,8,203.754305
-8997.887957,11,203.769518
-6198.888053,8,203.780838
-5998.142247,7,203.790954
-6096.76938,9,203.802834
-8598.761447,11,203.816492
-8096.882557,10,203.82889
-5998.643328,8,203.840078
-4597.399036,6,203.84831
-6597.544589,8,203.858304
-5799.435173,6,203.866259
-7795.421181,10,203.877679
-7797.235593,11,203.891932
-6996.194789,9,203.903666
-7297.792451,9,203.915574
-6498.783762,9,203.926336
-7897.353168,10,203.940963
-5196.238299,7,203.950046
-5996.53055,7,203.960061
-5798.255657,7,203.970206
-5997.646957,9,203.982697
-6897.073497,10,203.999687
-6994.918814,8,204.009009
-7494.208759,9,204.021567
-4397.391031,6,204.030247
-10497.798174,13,204.048913
-10397.314729,12,204.06444
-7898.02184,10,204.07977
-8798.610733,11,204.094087
-8594.015155,11,204.106287
-6397.109361,9,204.119413
-5897.196601,7,204.128811
-11897.896028,14,204.144605
-6197.392992,8,204.155679
-10399.551915,13,204.173043
-4999.337364,6,204.181613
-6597.270702,8,204.192792
-7297.438263,9,204.204778
-6098.842202,7,204.213106
-5597.194476,7,204.223404
-9394.532195,13,204.237945
-7897.647331,10,204.251966
-6799.823397,7,204.260536
-7197.710112,10,204.275671
-7496.482085,9,204.285871
-7198.539659,9,204.297692
-8998.948191,11,204.312058
-6498.760401,7,204.322365
-7998.492113,10,204.338429
-11995.937867,15,204.355212
-6596.689052,8,204.366307
-10597.595992,12,204.381805
-6998.209045,9,204.392908
-5997.172971,7,204.402764
-4197.999884,6,204.411047
-6497.478216,9,204.422066
-6498.826437,7,204.430474
-7197.657497,10,204.44427
-5598.000284,6,204.451913
-8296.483874,11,204.465438
-6397.02063,8,204.474582
-7198.151438,9,204.486561
-6498.081481,9,204.499548
-8096.943894,10,204.512571
-7898.045881,10,204.524243
-7198.996677,9,204.536208
-5299.169113,6,204.545002
-6395.461122,9,204.558696
-7898.363557,10,204.571048
-5598.092115,7,204.580269
-4798.772549,6,204.588802
-6597.805286,8,204.598054
-8294.281554,11,204.611557
-7899.081557,10,204.625634
-8397.779002,10,204.637584
-6697.946908,9,204.648401
-7098.182712,8,204.662558
-6598.458869,8,204.675666
-8095.434963,11,204.688022
-7698.361591,9,204.700366
-7898.298768,12,204.714869
-5197.186244,6,204.723472
-5798.440113,7,204.73356
-5397.126341,8,204.74319
-6498.186002,7,204.753715
-7398.781244,9,204.763801
-8395.786683,11,204.776193
-9697.984638,11,204.787227
-7898.476366,9,204.798647
-9597.020966,13,204.815498
-8594.18764,11,204.829711
-10093.790524,12,204.843548
-7193.845498,9,204.855164
-5898.220645,7,204.865267
-7695.79784,9,204.878263
-5998.433774,8,204.889423
-6696.035982,9,204.902687
-6397.857714,8,204.912549
-7298.826318,8,204.923029
-7498.627617,9,204.933846
-6997.447982,9,204.945177
-8194.73778,10,204.956103
-7698.339406,10,204.968926
-4299.38946,6,204.977401
-6198.802567,9,204.989489
-6399.665751,9,205.005961
-5597.997185,7,205.014854
-9396.514168,12,205.02899
-7597.71525,9,205.040692
-8497.742318,11,205.052887
-9597.601112,13,205.070838
-6297.290977,9,205.08168
-8097.889318,10,205.09391
-7498.153364,9,205.105573
-5197.867791,7,205.115199
-5697.577163,7,205.124078
-11497.715676,14,205.141494
-7098.705168,8,205.151934
-7995.638175,10,205.163236
-7099.325327,9,205.175327
-6498.823572,9,205.187465
-7495.636737,9,205.200493
-6298.188888,7,205.210919
-12097.64296,16,205.231109
-5499.20407,8,205.243389
-4697.98941,6,205.251512
-6395.825071,9,205.262607
-9193.261207,12,205.275923
-8897.937595,11,205.288977
-8997.048432,11,205.301965
-6197.282004,9,205.313784
-7097.154255,10,205.329641
-7897.767274,9,205.340387
-5298.514733,7,205.349612
-7698.433929,9,205.361349
-5897.958882,8,205.371479
-6996.84218,10,205.385834
-6395.85602,8,205.396542
-5998.359079,8,205.406931
-7597.923229,10,205.421296
-6899.037472,9,205.432043
-7196.987525,9,205.443875
-8297.586205,10,205.455425
-6499.218123,7,205.464107
-7398.03181,10,205.478695
-5498.947946,7,205.489758
-6998.953322,8,205.501299
-9797.779124,12,205.518212
-6397.156367,9,205.52912
-6997.194285,10,205.543416
-6898.822144,8,205.554356
-7697.29854,11,205.568009
-5499.543422,7,205.576665
-8497.617545,10,205.588327
-6699.609306,8,205.598613
-7396.840575,10,205.610104
-8497.697429,10,205.621846
-5499.01289,7,205.631471
-8493.036971,10,205.642696
-6897.605446,9,205.655023
-9296.567576,11,205.67217
-5998.724943,8,205.686008
-6698.938779,9,205.697129
-6697.036261,8,205.706094
-7292.361461,10,205.721806
-7196.912793,9,205.734145
-5296.936883,8,205.745247
-7395.468418,9,205.756785
-7395.921698,9,205.766964
-7396.739927,9,205.778826
-8898.756588,10,205.791153
-6298.726827,8,205.802229
-5896.210848,7,205.810688
-6899.165565,9,205.82238
-5898.000984,7,205.832529
-11096.911395,15,205.852116
-5999.197105,8,205.862764
-6697.544506,9,205.875566
-7095.157096,10,205.886447
-6797.414628,8,205.898404
-3998.593679,7,205.907116
-5599.930444,7,205.917262
-4699.549397,6,205.9258
-5399.288782,7,205.933857
-8598.399869,11,205.947831
-6798.625981,10,205.962474
-4598.797583,6,205.970349
-7297.506662,9,205.982892
-6898.85349,8,205.994033
-9597.246885,12,206.014226
-7294.066362,9,206.024193
-6698.395083,9,206.036493
-7896.720434,10,206.047204
-10099.129864,12,206.061249
-7596.047346,10,206.0734
-6198.428353,8,206.083448
-8096.754265,10,206.096083
-8998.361796,11,206.111795
-8899.478727,10,206.122821
-7897.129947,10,206.134308
-5697.705031,7,206.143592
-7398.509839,10,206.157983
-6695.86293,8,206.167721
-4397.922256,8,206.179897
-6699.00656,8,206.190829
-7595.137609,9,206.203236
-8596.276686,10,206.214391
-4499.980317,5,206.221341
-5796.570237,9,206.233034
-4597.696951,6,206.24113
-8196.919435,10,206.254212
-5899.281576,7,206.264029
-6797.192505,9,206.278437
-8297.315975,11,206.291964
-7897.431444,9,206.302424
-8597.675893,10,206.314503
-5799.14196,7,206.3232
-4299.980057,6,206.330816
-10798.250375,12,206.35319
-7898.777645,10,206.366744
-9699.690112,13,206.381673
-6099.982281,8,206.392239
-6699.146672,8,206.402225
-8098.001833,10,206.414734
-5999.096653,8,206.427416
-8996.227462,12,206.44287
-8298.570663,10,206.455826
-6799.230713,8,206.466652
-7697.578934,10,206.478472
-5599.290159,8,206.488186
-5796.669316,7,206.497083
-7095.608289,11,206.511251
-6597.456729,8,206.521929
-7397.216114,10,206.533668
-7898.854719,10,206.545455
-7498.331979,9,206.555956
-7398.389352,10,206.56821
-7797.676775,10,206.581837
