#{"t_start": 1702327432.0035741, "env_id": "ContactProcess"}
r,l,t
-6471.936532,39,25.219911
-1759.227057,11,25.23243
-2657.922166,16,25.247412
-7235.671588,45,25.28763
-2654.219674,18,25.306443
-2742.033436,17,25.322898
-4265.676614,27,25.352661
-3648.236196,23,25.378803
-2059.37485,12,25.394358
-2069.775914,13,25.40905
-3146.169784,20,25.430057
-1629.54471,10,25.448371
-2545.214765,16,25.465163
-1675.711127,11,25.478074
-1878.040868,12,25.492227
-3467.916901,20,25.510512
-1349.949615,8,25.521026
-2668.799507,16,25.537943
-3825.74832,24,25.562641
-2198.938726,14,25.579862
-2349.244329,16,25.598957
-1948.282453,13,25.616328
-3874.50599,24,25.638755
-4987.492749,31,25.666397
-1948.810323,12,25.681357
-1778.920606,11,25.694101
-1497.814999,9,25.706099
-1719.250894,10,25.717162
-1834.978125,13,25.735725
-1856.377769,12,25.751665
-3246.005833,20,25.774099
-2458.947687,15,25.791689
-1918.708572,13,25.806146
-3017.379629,19,25.825894
-3116.945615,20,25.848476
-2367.810693,16,25.86649
-4756.830337,31,25.90109
-3658.893343,22,25.920866
-2683.477961,18,25.939526
-2467.208718,15,25.958299
-3854.324798,24,25.981452
-2198.72751,14,25.998098
-659.681383,4,26.003713
-2099.024752,13,26.024168
-1911.661159,12,26.035823
-5421.483555,33,26.067265
-2942.343847,19,26.086201
-2387.232263,15,26.101258
-2425.779332,16,26.119281
-1459.695292,10,26.131835
-1339.990919,8,26.141771
-2798.368546,17,26.160514
-3356.937835,20,26.181396
-2629.340389,16,26.199266
-909.399336,6,26.211091
-1958.590311,13,26.228641
-4060.189608,26,26.257381
-2725.144324,17,26.275381
-2790.891219,17,26.298255
-3016.224796,19,26.319705
-8624.990197,53,26.370215
-3337.001942,21,26.392353
-3206.108336,20,26.410618
-7558.835974,47,26.45228
-2245.25755,14,26.469489
-5987.335511,36,26.503302
-1728.513485,10,26.515617
-1617.976963,11,26.529705
-1730.00145,12,26.544126
-1707.216669,11,26.55773
-3134.250451,20,26.58399
-3025.020084,20,26.604167
-3785.479038,24,26.628491
-2777.881696,18,26.650777
-2469.240664,16,26.669827
-1438.961502,8,26.680009
-2358.467442,15,26.697447
-1659.136124,10,26.70756
-5923.713332,38,26.740616
-4225.263891,26,26.769092
-5633.432078,35,26.801217
-2594.071673,16,26.817439
-2740.723915,18,26.838793
-3265.984933,22,26.86313
-4154.53128,26,26.888486
-2469.109272,15,26.904215
-1508.985486,10,26.917836
-2798.432072,17,26.937458
-1227.215648,8,26.948808
-2717.24588,16,26.967172
-5503.900543,33,26.999122
-4375.828437,28,27.027254
-2775.746979,16,27.047245
-3490.24836,22,27.070101
-2067.965278,12,27.082551
-2264.908637,14,27.098676
-4107.446226,25,27.130096
-3483.461361,22,27.150181
-1002.158821,6,27.158625
-4546.83277,27,27.184393
-1199.640867,7,27.195984
-1758.615399,11,27.208275
-3409.386589,20,27.231688
-4637.723275,29,27.267504
-1788.239321,11,27.278673
-2899.371594,18,27.294342
-993.080411,6,27.300445
-4055.413221,25,27.325788
-2018.596919,12,27.33745
-2846.678455,18,27.358199
-1978.706433,13,27.379581
-4282.974272,26,27.413771
-2379.717852,15,27.431398
-1669.354871,11,27.448151
-2564.734117,17,27.468846
-2423.210958,15,27.485316
-3687.207914,23,27.507699
-3308.306883,21,27.530981
-1508.026648,9,27.545014
-2707.978943,16,27.561719
-9148.156334,56,27.610216
-2568.24381,16,27.628614
-1939.407992,12,27.642892
-1955.99501,12,27.6567
-1648.357291,10,27.671441
-3567.540727,23,27.701938
-2009.535191,12,27.715494
-8050.010153,50,27.764869
-3901.462924,24,27.789908
-1976.394827,12,27.802835
-2215.268751,14,27.817912
-1808.341699,11,27.833827
-2983.854951,18,27.853443
-2876.616962,18,27.875025
-2707.307953,18,27.898079
-3436.093442,20,27.918481
-1918.961056,12,27.931499
-2333.418339,15,27.949399
-3217.901804,20,27.970623
-3166.598332,20,28.000233
-4755.221374,30,28.032147
-2438.808821,15,28.050679
-2801.634702,18,28.070054
-3387.174668,22,28.091609
-3379.422533,21,28.11651
-5125.506523,31,28.145753
-2669.288754,17,28.165792
-2979.095452,17,28.183788
-2853.117197,18,28.200284
-3207.372002,19,28.219785
-2407.679089,16,28.237125
-2728.227258,16,28.25863
-4120.247336,27,28.286055
-3927.798463,24,28.315098
-2039.64467,13,28.331705
-2059.997821,13,28.345281
-2538.251413,15,28.364952
-4197.37643,25,28.390161
-2388.115164,16,28.407839
-2858.84149,18,28.428778
-1560.000027,9,28.440158
-3176.253201,19,28.458818
-1617.119702,11,28.474028
-3277.188362,19,28.49729
-2398.372985,14,28.513041
-2717.873054,16,28.528375
-5136.454644,32,28.567851
-2377.104404,15,28.585688
-1217.400213,8,28.596251
-4292.070569,27,28.6266
-5271.355028,32,28.660909
-5290.499364,33,28.692471
-3015.618309,18,28.712685
-1709.95873,10,28.725165
-6575.323617,42,28.770553
-3626.011164,23,28.793552
-1879.897884,12,28.806591
-1587.103148,10,28.816513
-7617.428661,45,28.860972
-1357.48491,8,28.871407
-3105.744797,19,28.889544
-2796.01274,16,28.905932
-2419.612867,15,28.920644
-1376.888171,9,28.931381
-4374.72306,28,28.959011
-4687.424545,29,28.986279
-2638.112949,16,29.003326
-2707.297245,16,29.021668
-2026.042105,14,29.038339
-5494.054238,33,29.069719
-1804.077245,13,29.0874
-4585.241243,28,29.115925
-3019.383269,18,29.133569
-2508.651841,15,29.149218
-1029.029428,6,29.156281
-1946.688621,14,29.174789
-4214.280698,27,29.200411
-3216.117267,19,29.221228
-2928.562524,17,29.239804
-1397.559715,9,29.252042
-2857.243439,18,29.269198
-4618.480593,28,29.297153
-3779.555184,22,29.324699
-4248.521813,26,29.350488
-1639.034641,10,29.362623
-7059.763829,42,29.404644
-5535.113522,35,29.442671
-1486.508903,9,29.454301
-2733.069125,17,29.472282
-5102.194772,31,29.502053
-4455.794552,28,29.528462
-3209.245968,19,29.548065
-1159.62736,7,29.555489
-1329.886047,9,29.566201
-1948.820381,12,29.578444
-1478.160638,9,29.589816
-1888.992536,11,29.604285
-2908.13345,17,29.62238
-4597.199717,27,29.65049
-3485.779025,21,29.673948
-1198.351415,8,29.684887
-1138.687385,7,29.693439
-4007.834492,25,29.719199
-3496.352825,21,29.738625
-2118.442589,13,29.751283
-3114.940156,18,29.770021
-2558.246595,15,29.787699
-1499.196695,8,29.796757
-1408.728193,9,29.807895
-7425.378501,43,29.843937
-1589.47373,10,29.855851
-1986.357447,12,29.866938
-1949.4703,12,29.87953
-2906.861729,17,29.896811
-1586.453291,9,29.91096
-1646.925336,10,29.922698
-3495.79344,22,29.943589
-1778.577822,11,29.959626
-3486.045849,21,29.981345
-4688.193914,28,30.009667
-2762.67981,17,30.028016
-1289.992747,8,30.037758
-1527.420007,9,30.04694
-1331.058503,8,30.058523
-1299.945373,9,30.070153
-2888.078074,18,30.089137
-4652.500446,28,30.113635
-3257.399633,19,30.132297
-2425.847193,15,30.148037
-1379.243196,9,30.160432
-2317.026342,13,30.173566
-1986.216869,13,30.192871
-2328.487572,14,30.207277
-2087.924521,12,30.220322
-1128.540969,8,30.231547
-3418.392592,21,30.253282
-2027.404506,13,30.27091
-4703.134503,32,30.303695
-2558.761703,16,30.319984
-4647.166412,28,30.346138
-4385.955669,26,30.372359
-2269.042737,14,30.387159
