#{"t_start": 1702283499.671242, "env_id": "ContactProcess"}
r,l,t
-78183.677713,46,14.266982
-25791.536988,16,14.287446
-35283.94245,22,14.310951
-101867.743093,64,14.429979
-312881.479299,197,14.66184
-90772.101047,57,14.716539
-208128.889733,130,14.836082
-115262.104375,70,14.957462
-81865.154987,52,15.011283
-46689.02574,32,15.044154
-128156.213758,80,15.118696
-21193.470712,13,15.132928
-57986.83637,36,15.17228
-79874.184687,49,15.276802
-96164.888325,61,15.334816
-48985.964599,29,15.363849
-402257.427255,251,15.655012
-199938.665815,127,15.776269
-85374.21307,54,15.886313
-137048.998667,87,15.966375
-143961.985544,90,16.050677
-111464.098681,70,16.170844
-106865.060075,67,16.232991
-37887.467148,25,16.262162
-149643.273572,97,16.366962
-127249.975664,81,16.504806
-164926.85523,104,16.602233
-132955.126421,84,16.678151
-44486.026782,29,16.707553
-41884.19227,28,16.796867
-65378.371428,43,16.842415
-66175.184122,43,16.885687
-139644.753288,89,16.971631
-19489.521098,14,16.988983
-141738.095104,88,17.122808
-72985.447375,44,17.167926
-98069.071446,61,17.223527
-34889.541471,23,17.246278
-26696.615778,16,17.263024
-122863.177095,78,17.385979
-165439.412543,105,17.482523
-54282.353619,35,17.519903
-121863.163943,76,17.589213
-64981.447767,43,17.693279
-112764.719115,70,17.758236
-149230.913395,92,17.8369
-177634.866861,112,18.000175
-23895.267625,15,18.021429
-38286.994645,24,18.047377
-36586.963722,25,18.073136
-44486.78385,28,18.103373
-83570.482054,53,18.149451
-125545.423689,77,18.216655
-296195.174636,190,18.438329
-82371.636082,54,18.487218
-55575.016677,35,18.573319
-66170.210033,42,18.613203
-479511.902883,299,18.924603
-72876.241206,47,18.966862
-94365.67396,63,19.022994
-199134.019309,125,19.1962
-224913.190782,143,19.320914
-111870.36904,71,19.454389
-102362.996147,67,19.521851
-108963.276311,68,19.589495
-56776.463075,35,19.627864
-33988.556475,22,19.651011
-356073.264414,225,19.90774
-13797.040554,8,19.91637
-262308.856538,167,20.134919
-23093.916436,14,20.153627
-206821.403325,128,20.329575
-166051.369392,106,20.431517
-303473.549794,193,20.666754
-182427.366797,116,20.774774
-70779.108426,42,20.816072
-110063.253518,69,20.939375
-196825.469609,123,21.045816
-38383.173373,27,21.0723
-111867.665622,71,21.139667
-192937.648391,126,21.306565
-61385.170573,38,21.342802
-43478.855936,28,21.371917
-192130.553072,121,21.542526
-166454.690728,105,21.634089
-128958.170587,81,21.704828
-22097.28675,14,21.719726
-101861.664172,62,21.827173
-118548.935023,76,21.895303
-84175.391721,53,21.947341
-23790.087211,15,21.961988
-110773.883515,69,22.022554
-36689.554911,23,22.10884
-94661.007217,60,22.163304
-127557.445571,80,22.237162
-161546.162147,100,22.392388
-143855.497072,92,22.47913
-71775.962403,46,22.522482
-36782.80168,24,22.549543
-35489.74273,22,22.572787
-63681.063145,41,22.614525
-71781.023295,47,22.728675
-56675.907236,37,22.766819
-49387.157489,32,22.803393
-147539.610508,93,22.89127
-110258.687139,69,22.961268
-101264.91222,66,23.091482
-146144.823809,94,23.176547
-49786.513001,32,23.208965
-236128.642516,146,23.395918
-59381.087351,36,23.428638
-92269.51943,58,23.479684
-81869.560294,51,23.530141
-63580.603252,40,23.629332
-129856.82659,83,23.705544
-82670.518636,51,23.752855
-101564.471917,63,23.80842
-377246.833039,241,24.116144
-40585.246614,27,24.143653
-51779.900778,32,24.176673
-389469.819923,249,24.464286
-46587.895553,30,24.559142
-116652.09226,71,24.63211
-134542.526627,83,24.706485
-109358.135431,71,24.775162
-193529.351231,123,24.946781
-135657.998607,87,25.032792
-13194.574566,9,25.045159
-296613.581929,190,25.282878
-293870.333186,193,25.525089
-20193.79152,13,25.540278
-263512.745395,168,25.753581
-295507.616215,189,25.929015
-118469.509972,74,26.056461
-100175.502801,62,26.117135
-70782.903366,44,26.16201
-121356.632587,78,26.233167
-18195.215206,11,26.250575
-71576.420756,44,26.290738
-220136.997223,137,26.465742
-221602.934634,139,26.643177
-119751.165808,76,26.713552
-45779.472736,29,26.742447
-209435.870633,130,26.853927
-31891.714545,19,26.926802
-88572.551232,54,26.977014
-92078.459527,58,27.032339
-88067.766376,58,27.088254
-74882.18485,47,27.132967
-86174.158779,54,27.240235
-74671.420146,46,27.283216
-150939.908471,97,27.369294
-215532.999621,135,27.536602
-145557.627955,92,27.618216
-32491.142429,21,27.641597
-184448.398046,115,27.806764
-89472.791321,55,27.862057
-84567.380317,54,27.915698
-106965.327641,69,27.980965
-65188.955005,39,28.020255
-55882.13361,36,28.112264
-104172.755157,66,28.172681
-41591.27759,25,28.20013
-29391.300269,20,28.223152
-137544.256603,87,28.30709
-231309.02641,146,28.490508
-70979.703634,44,28.535695
-30691.28168,19,28.554708
-85675.141931,52,28.606716
-138953.370822,88,28.745588
-29392.582415,18,28.767273
-167437.083661,105,28.861451
-34885.304292,23,28.886638
-132851.250774,84,29.017638
-143663.526915,85,29.088652
-25591.995009,16,29.105006
-28492.179908,19,29.122448
-68375.434637,44,29.161153
-220304.535781,137,29.331789
-72083.241255,46,29.374513
-36482.24728,22,29.400383
-31493.978464,20,29.420953
-133764.618371,85,29.494594
-30092.902487,19,29.568909
-21592.250332,14,29.586239
-29392.709508,19,29.608514
-167146.986566,107,29.699824
-73274.805964,45,29.741578
-172136.071105,111,29.889041
-81971.26228,52,29.937387
-165040.22558,104,30.029901
-96167.473904,59,30.136784
-283113.56315,175,30.290127
-84564.855945,57,30.341635
-61272.687761,41,30.438747
-237710.440992,154,30.569137
-215426.843565,137,30.753307
-81669.949719,52,30.804425
-161442.13503,99,30.900375
-43476.001806,28,30.927639
-22895.928253,15,30.942854
-81368.705788,54,31.055403
-159147.598945,103,31.152544
-246124.665041,160,31.35724
-87368.343574,54,31.40839
-160451.87286,101,31.502711
-50880.462676,32,31.53429
-52185.564101,34,31.628068
-73286.466454,47,31.67948
-29690.329771,19,31.702675
-62671.277993,40,31.745655
-34090.869529,22,31.769426
-92777.437583,58,31.824889
-110157.813672,71,31.953505
-36387.292674,24,31.978736
-32087.939154,21,32.00296
-58975.224718,39,32.043578
-22394.158558,14,32.061105
-99857.421347,66,32.124399
-44181.094244,28,32.151914
-84974.072203,52,32.25912
-120455.339507,76,32.328818
-153550.875282,98,32.41421
-81575.544106,52,32.46389
-65266.968413,42,32.562038
-25193.269729,15,32.577246
-57878.578671,38,32.614673
-29994.512448,20,32.637696
-200626.094583,128,32.754642
-150557.461074,96,32.891352
-125447.137465,76,32.95667
-162145.386461,103,33.049725
-157839.606216,97,33.192498
-87068.788081,55,33.243873
-226134.978633,145,33.429824
-174635.45873,111,33.523048
-15393.354534,10,33.535848
-137659.402753,90,33.61731
-58694.76378,38,33.709454
-217513.972001,140,33.828434
-70170.562711,46,33.870173
-102756.760297,68,33.987146
-44884.115583,28,34.014444
-61379.623262,38,34.049418
-126559.115701,83,34.125128
-33685.019869,22,34.151319
-78482.91069,51,34.200729
-40986.030672,25,34.278074
-213442.478989,131,34.388468
-101764.279002,64,34.446911
-245497.661702,157,34.632754
-85469.650271,56,34.683988
-114671.577673,73,34.750258
-69273.833213,45,34.8456
-69973.726209,46,34.888918
-106961.369818,66,34.948216
-128543.144627,84,35.020889
-129561.21996,83,35.147031
-10899.878416,7,35.156082
-62978.453037,41,35.19407
-52580.984676,31,35.224763
-34982.494466,22,35.244997
-180352.194454,113,35.400932
-148439.649322,95,35.487695
-71582.781954,44,35.527585
-175739.693611,111,35.627142
-97870.736813,61,35.737442
-178653.25422,111,35.840681
-166145.821055,106,35.994406
-37885.86224,23,36.017852
-90768.42319,59,36.070667
-180538.140309,115,36.17095
-75476.436691,48,36.269628
-84372.905334,52,36.316188
-203031.430035,131,36.430965
-94375.9219,58,36.489524
-86066.846475,54,36.607006
-80380.690447,50,36.656245
-82780.899908,53,36.705399
-233623.725303,149,36.893517
-37490.986563,24,36.916647
-40690.260058,26,36.939429
-186329.811514,118,37.045973
-115264.399845,74,37.164745
-77074.838765,48,37.207695
-77574.553164,49,37.255494
-40291.992958,25,37.282743
-90666.364385,57,37.333172
-66985.307684,41,37.37248
-300507.195544,194,37.589893
-58484.421215,38,37.625647
-32593.732186,20,37.646486
-45880.992453,29,37.725337
-42590.107418,26,37.751148
-115662.032331,73,37.817298
-77376.539993,48,37.863207
-44882.230012,29,37.890691
-19997.585067,13,37.903861
-89680.972264,56,38.008555
-37188.335563,25,38.034859
-82970.604118,51,38.078727
-206943.343942,131,38.198326
-131364.418372,82,38.327618
-78781.171787,50,38.375418
-174340.145778,110,38.475512
-130254.06136,83,38.604853
-56981.226858,37,38.640608
-131150.932888,85,38.715895
-105766.792796,68,38.77539
-61676.933643,38,38.810379
-221537.884114,137,38.988547
-34194.83583,21,39.011207
-161146.692859,103,39.154956
-56278.067857,37,39.190602
-47087.635158,31,39.223735
-46985.439694,30,39.25547
-103176.257168,67,39.319366
-13296.165264,8,39.32898
-32489.261182,21,39.346617
-63170.68517,41,39.384051
-95263.36503,62,39.492232
-203531.257713,130,39.60229
-105073.620983,64,39.658266
-54878.127504,33,39.74218
-54582.340538,35,39.776696
-58085.246683,37,39.813542
-80272.470678,50,39.858195
-148254.949512,95,39.944294
-124352.790038,77,40.064611
-80186.031917,51,40.115221
-88661.631405,57,40.165108
-94463.796821,60,40.22053
-24487.188837,17,40.240012
-41690.446731,26,40.31514
-110067.090476,68,40.377115
-71878.538239,46,40.422825
-45186.616932,28,40.449928
-169849.399028,107,40.597768
-194640.231874,125,40.70259
-82071.811284,53,40.747656
-87266.37971,56,40.799497
-96859.811961,62,40.90965
-54977.293526,35,40.94453
-38381.174751,25,40.972881
-28090.792404,18,40.99063
-64079.963536,43,41.032924
-8198.926115,5,41.038549
-180843.9011,117,41.198916
-247218.946088,157,41.333641
-197042.336913,131,41.501775
-164051.474719,106,41.592421
-196019.066092,121,41.748962
-132162.68041,86,41.825306
-54988.410083,35,41.859521
-186422.256472,121,42.014822
-98068.508582,61,42.070477
-44080.594848,28,42.096799
-80872.01234,51,42.14191
-105765.096387,68,42.20575
-148438.936555,94,42.356728
-88674.073768,56,42.415056
-50681.136011,33,42.471237
-151454.444114,95,42.566376
-105474.980948,64,42.68627
-52680.938532,33,42.718573
-133154.102261,86,42.794885
-69381.968292,44,42.834145
-102448.057472,63,42.950321
-238020.92887,152,43.086311
-204433.280859,127,43.247886
-235434.79428,150,43.376581
-136964.088265,90,43.507317
-51779.962353,30,43.534549
-129957.455887,82,43.609692
-106261.312765,69,43.670574
-100372.360754,64,43.784279
-33990.066489,20,43.804338
-16098.631684,10,43.816539
-87578.170768,56,43.869951
-36887.962686,24,43.893075
-87173.831893,55,43.942726
-75470.274744,47,43.984274
-101873.61297,64,44.092576
-89964.895874,57,44.146408
-27788.444361,18,44.165705
-36785.715898,23,44.188099
-27887.24353,18,44.206067
-165948.953498,108,44.353433
-105361.032336,67,44.415977
-70084.481437,47,44.458762
-43086.064257,29,44.487333
-213651.524775,136,44.659299
-43888.646472,28,44.686804
-23291.32894,15,44.699742
-238528.249198,148,44.826001
-123260.887768,80,44.949803
-40992.880296,25,44.975868
-122474.350115,75,45.040531
-327179.727539,206,45.274673
-179044.615916,112,45.372857
-50385.848922,31,45.399941
-95670.463761,61,45.508273
-93473.277734,59,45.561566
-64981.83614,41,45.601227
-72979.0957,45,45.641343
-136365.481094,88,45.770442
-60478.872257,38,45.806223
-41380.94852,26,45.829777
-54287.832906,35,45.86628
-63977.811885,40,45.900865
-215534.491247,134,46.065456
-106967.331966,69,46.125498
-213422.823723,135,46.240532
-111255.141665,71,46.357437
-45576.977504,29,46.384693
-63977.606459,42,46.425487
-53883.642188,34,46.458265
-75468.209284,49,46.503695
-125750.917849,83,46.631216
-165338.635084,103,46.721427
-55070.176524,35,46.754871
-104465.607342,68,46.817433
-70979.448776,47,46.9132
-168935.656575,107,47.004923
-13395.703229,9,47.017461
-52974.682238,34,47.051444
-81274.821309,50,47.096328
-8899.378602,6,47.104142
-157149.875343,101,47.245905
-45282.011693,29,47.2735
-130254.182038,83,47.347167
-65683.225932,42,47.385456
-84677.095245,54,47.487801
-125557.398026,81,47.561056
-74483.818315,46,47.603857
-75176.50602,46,47.644737
-28191.204482,20,47.665143
-240714.550479,157,47.856746
-237409.420026,149,48.03766
-96566.265519,59,48.089857
-165052.053593,108,48.187669
-91474.912298,56,48.238615
-133851.719269,85,48.36954
-58776.256192,37,48.405039
-50990.168012,33,48.438239
-18791.836643,13,48.452067
-11897.365656,8,48.460732
-213926.596135,137,48.636714
-182841.182192,117,48.74611
-331372.080852,215,48.986471
-42185.584326,27,49.013047
-20093.391739,13,49.02751
-65078.743685,41,49.065673
-269213.761931,173,49.268021
-329590.890681,210,49.503294
-65983.962714,41,49.543102
-97465.896469,61,49.597284
-69481.729472,43,49.639669
-43990.083371,27,49.664485
-55590.156051,35,49.754334
-54783.12199,36,49.791353
-22593.183296,14,49.807109
-103466.231747,67,49.869705
-62982.815001,41,49.908248
-22795.912692,14,49.923452
-170541.15659,111,50.080771
-127158.194712,82,50.156172
-176460.650927,115,50.253234
-254116.469008,163,50.450783
-62474.102978,41,50.49121
-113961.614953,70,50.607444
-82970.649983,53,50.65523
-75277.548102,47,50.697273
-69179.821896,44,50.738608
-46978.946078,29,50.765708
-117574.360557,71,50.883401
-256603.566045,163,51.019138
-95863.793437,59,51.069839
-27987.320293,18,51.091755
-56981.78828,38,51.180941
-24586.136485,15,51.197849
-69076.362741,43,51.243198
-140848.005796,91,51.323517
-167737.262956,110,51.476826
-70486.257022,45,51.514969
-99575.580761,62,51.57088
-31390.270746,22,51.595609
-49683.468678,32,51.624566
-45475.955619,29,51.652756
-46287.616148,29,51.683042
-156849.732984,98,51.82344
-115558.630259,74,51.890272
-105167.288401,65,51.950586
-155435.476441,95,52.086977
-21992.882882,14,52.100821
-677462.478467,429,52.525678
-13799.447324,10,52.590948
-75085.43943,45,52.632132
-52975.692268,34,52.663623
-63781.129127,39,52.697981
-101073.47114,64,52.754205
-69178.765218,45,52.794428
-56385.906573,34,52.88185
-34191.869219,20,52.90197
-283806.396055,181,53.054667
-124060.62427,78,53.177847
-77366.299387,51,53.226941
-55087.882728,35,53.259352
-90175.867143,56,53.30989
-247907.778271,156,53.495248
-71363.061017,46,53.537874
-266096.283664,171,53.736556
-56185.751697,34,53.770431
-210125.677962,133,53.882222
-101557.366912,65,53.99619
-75479.469126,48,54.039399
-77571.49154,49,54.082384
-84075.438134,55,54.130303
-72978.803756,46,54.17288
-87269.286691,54,54.273661
-30792.325597,19,54.293112
-54979.643116,34,54.324815
-72174.343066,47,54.369297
-85778.030872,53,54.41689
-133557.188193,85,54.493082
-55979.80277,35,54.576647
-72677.120381,46,54.621093
-52188.667582,32,54.651314
-51185.65764,32,54.678796
-38491.437067,23,54.700609
-45290.458704,29,54.732867
-91381.746126,57,54.786196
-150060.027252,97,54.924357
-194148.910523,122,55.034874
-176333.815827,113,55.185471
-46692.425119,30,55.213131
-141151.373052,93,55.297716
-188741.378893,121,55.458383
-246707.834597,162,55.604896
-19196.854485,12,55.618247
-64977.06849,44,55.715099
-75582.923167,50,55.766728
-39291.619604,25,55.793389
-33685.190328,22,55.815034
-295413.240031,184,56.029698
-41590.132571,26,56.059227
-39787.950886,25,56.085349
-129253.869947,82,56.158191
-54283.503316,34,56.194114
-67180.811422,44,56.235655
-6397.026724,4,56.293408
-50482.182673,35,56.328957
-58076.235107,39,56.368708
-22995.640677,13,56.382266
-94474.090926,59,56.435615
-98565.829486,62,56.491298
-48086.104084,32,56.521203
-117732.896606,75,56.645038
-19694.67117,13,56.661329
-20691.327939,13,56.677414
-31586.502042,21,56.701584
-49174.743481,31,56.73326
-50882.139874,33,56.769368
-142958.05254,90,56.979707
-102768.020068,64,57.035169
-105272.790855,67,57.095329
-163940.501783,105,57.189209
-115171.893853,70,57.304708
-235023.738189,148,57.42731
-38779.667268,25,57.45316
-21596.334596,14,57.470538
-90960.523351,56,57.578859
-41989.825823,26,57.605661
-33994.28581,23,57.630543
-176449.964259,112,57.729585
-26498.21702,18,57.75034
-60288.783451,38,57.848348
-202735.149832,130,57.969735
-170854.120917,111,58.073878
-205430.76323,135,58.249391
-199119.810611,126,58.357236
-228706.455882,150,58.542791
-47092.860583,30,58.573943
-197239.105735,124,58.730489
-103165.115931,66,58.785448
-69381.621807,45,58.826825
-103743.972636,69,58.886911
-106566.205042,64,58.996193
-61484.46079,39,59.033124
-179140.509254,114,59.137043
-147354.893586,94,59.273121
-123857.377806,80,59.346896
-55782.207105,37,59.385999
-172540.212596,110,59.478406
-79881.382949,53,59.582401
-121666.059027,81,59.655272
-54888.365332,33,59.684856
-109363.524887,69,59.744111
-43789.64239,28,59.770951
-31991.568264,21,59.844761
-94368.37695,60,59.895979
-68483.699438,43,59.93905
-33988.06612,21,59.963263
-23495.338371,16,59.981663
-57486.774421,38,60.018656
-192236.116689,123,60.177853
-43784.211181,27,60.204883
-46490.643413,30,60.234452
-72769.635015,46,60.278792
-81378.655228,51,60.326876
-35589.416615,22,60.350337
-72983.73419,47,60.446316
-29694.896116,18,60.465546
-67175.39159,42,60.505238
-46785.144667,30,60.536483
-264720.065469,165,60.730553
-78172.263606,52,60.77885
-36689.987534,23,60.803132
-88970.457068,56,60.858666
-131455.943919,82,60.929853
-57489.51753,35,61.017162
-10699.119008,7,61.02781
-82776.380274,53,61.076076
-58780.409284,38,61.112493
-115851.574061,74,61.180043
-51182.663738,33,61.211605
-55974.682328,35,61.298881
-179645.446261,113,61.393474
-118864.809385,76,61.456071
-101346.659055,66,61.565697
-147954.348695,96,61.646532
-66177.932077,45,61.688985
-59579.04257,38,61.721309
-88470.263251,58,61.773576
-89563.073348,57,61.874336
-15297.648422,9,61.886326
-12998.079616,8,61.897349
-79179.825416,50,61.942848
-157731.677291,101,62.03378
-72376.77271,47,62.127039
-416076.7322,267,62.400288
-191131.948672,123,62.509508
-38490.374051,23,62.531878
-129552.683087,83,62.604488
-150737.314747,96,62.735736
-110861.524477,72,62.800958
-197303.466245,128,62.9598
-37190.825024,23,62.983377
-136055.355389,89,63.064621
-88071.678122,54,63.117366
-123155.966397,77,63.234484
-19292.168993,13,63.24852
-63178.68768,42,63.289873
-253515.831323,159,63.428751
-70575.8087,46,63.523002
-207925.101515,134,63.636928
-48091.093629,33,63.668105
-296126.508573,188,63.882634
-451139.055717,285,64.17794
-78773.870176,51,64.222737
-108564.338438,67,64.333426
-57981.631587,37,64.368603
-185740.415524,117,64.472782
-95264.294334,59,64.525355
-47689.313687,29,64.551578
-153846.469155,99,64.691735
-133351.397498,88,64.769162
-190024.755611,119,64.91902
-62985.472218,39,64.957168
-21197.913157,13,64.972317
-42980.650351,27,65.000064
-132554.004766,83,65.071075
-194215.876585,123,65.230672
-57583.205647,37,65.267391
-37186.142029,24,65.292318
-76176.262699,48,65.334058
-219438.38509,142,65.507036
-276316.254013,177,65.65629
-42392.008083,28,65.737487
-26494.40827,16,65.754322
-42194.090569,27,65.778688
-463340.408298,299,66.087987
-63384.209445,42,66.12754
-188850.654533,117,66.278977
-79269.293775,49,66.326861
-19392.965792,12,66.34068
-89471.705044,60,66.393948
-42489.927908,29,66.421799
-58180.098602,36,66.455362
-58883.640583,37,66.492299
-110484.147781,69,66.608872
-82776.348366,51,66.65622
-124871.992176,77,66.723239
-111966.348523,73,66.785093
-16498.366582,11,66.797741
-82473.494307,54,66.897032
-91776.037963,59,66.950207
-179336.830412,118,67.051494
-62680.779964,39,67.139277
-53985.234347,35,67.173004
-35590.079322,22,67.19156
-278209.414336,177,67.335454
-19793.889931,12,67.399301
-140846.294429,92,67.477797
-180646.735641,116,67.586512
-139260.184747,89,67.719907
-56885.378285,35,67.754625
-529006.340444,335,68.093006
-48283.657022,30,68.119819
-86576.058011,53,68.170059
-81474.032314,52,68.274792
-56577.744477,35,68.307576
-17495.658936,13,68.324351
-31692.48119,20,68.34436
-76874.11579,51,68.393334
-33778.293401,21,68.414566
-84371.443634,54,68.463397
-52082.287601,32,68.547144
-20794.521432,14,68.56133
-19892.151949,13,68.576486
-59686.869372,37,68.612999
-31691.735726,20,68.633946
-60274.039362,39,68.670624
-80383.152093,50,68.717187
-79778.56012,51,68.764004
-27991.627424,17,68.784365
-37186.326997,23,68.858722
-70787.261352,44,68.897665
-73484.184384,47,68.941056
-95989.100293,63,69.000649
-63884.30789,42,69.039665
-76281.506208,48,69.139286
-36584.873443,24,69.166823
-95166.130849,62,69.222559
-82663.693639,54,69.271548
-124973.238889,76,69.336273
-76680.358798,50,69.436687
-89085.395906,57,69.487426
-39591.381944,24,69.510448
-132358.501569,85,69.582807
-79781.132842,52,69.626883
-227699.807177,149,69.815331
-184929.236645,115,69.914827
-60079.062889,39,70.006166
-136452.558597,88,70.084194
-73073.450636,47,70.127098
-126654.65247,82,70.20152
-85370.766648,57,70.307718
-110772.787633,70,70.368774
-36593.112074,22,70.392252
-185927.532393,120,70.495275
-64975.954496,42,70.587586
-95267.03108,61,70.644302
-55574.802591,35,70.675258
-25494.128107,17,70.692794
-114475.083137,72,70.757387
-94074.156694,59,70.862567
-24794.532701,15,70.877847
-89567.51933,59,70.933517
-25091.755727,16,70.951956
-29088.547561,18,70.9697
-61386.693107,38,71.005867
-208428.118513,132,71.172859
-84867.057762,52,71.217844
-53879.117708,34,71.250707
-77581.944933,49,71.298023
-31993.610992,21,71.321366
-132265.076675,86,71.454564
-236908.820449,152,71.583846
-107460.994897,70,71.644861
-54688.387295,34,71.725105
-30489.793339,19,71.742801
-112473.831573,72,71.806086
-36686.991984,22,71.827293
-51383.687385,32,71.856183
-88071.953952,55,71.907557
-56785.13856,38,71.996757
-57190.032204,35,72.02965
-80479.682417,52,72.077545
-72670.320533,49,72.124224
-226115.740548,145,72.300067
-72982.03241,47,72.346383
-138650.062009,87,72.421598
-191943.522492,124,72.586234
-76680.693911,50,72.634857
-60278.364808,39,72.67207
-48588.983488,30,72.699482
-95672.80534,61,72.752492
-51589.261046,34,72.838773
-44992.337142,30,72.871397
-81975.174557,50,72.918
-98358.742787,62,72.976517
-81970.733249,51,73.022231
-118448.980388,79,73.146513
-96167.325356,63,73.2059
-76284.896621,50,73.248941
-58589.118825,37,73.284837
-171162.954036,112,73.441833
-101776.02751,64,73.504495
-209430.239042,132,73.619046
-216650.629855,137,73.793183
-75181.786952,48,73.838196
-54183.070601,35,73.872231
-116467.87931,75,73.994663
-61077.123342,40,74.032967
-130563.774011,82,74.104334
-12697.315542,8,74.113652
-48084.040064,31,74.141767
-67683.212764,42,74.179701
-67877.40684,45,74.224119
-36382.672883,21,74.2973
-140164.476932,87,74.372204
-34293.406142,22,74.394064
-100671.611318,64,74.451124
-78566.122165,50,74.498478
-150258.196506,97,74.635364
-137158.897351,87,74.716445
-35988.854133,24,74.741194
-72682.135431,46,74.781552
-90683.214469,58,74.887174
-56381.03454,37,74.920913
-102576.089246,66,74.981827
-123751.541775,81,75.056222
-74587.140785,47,75.154046
-51188.144054,34,75.185322
-46183.043733,29,75.210789
-9799.609809,6,75.219122
-439557.672025,280,75.511714
-36093.053872,23,75.539319
-178960.801702,117,75.636133
-33194.025354,21,75.710341
-128070.816638,82,75.782957
-77764.210557,48,75.82687
-99575.802865,63,75.881311
-93681.461632,60,75.988741
-99678.742347,62,76.045552
-58474.519017,38,76.080117
-187346.525139,118,76.18014
-47483.388502,32,76.263483
-72084.259735,46,76.308205
-149354.589635,95,76.389714
-97768.426907,62,76.447976
-76071.589187,49,76.493094
-117360.185105,78,76.618735
-113057.45065,72,76.687642
-42193.11525,27,76.714759
-43278.271541,28,76.742518
-180932.313187,116,76.895881
-52583.083833,33,76.928368
-204020.113128,129,77.043333
-39190.47629,27,77.068893
-56081.089583,35,77.155219
-93964.424671,64,77.215529
-101771.783917,66,77.273496
-23397.87166,15,77.291681
