#{"t_start": 1702284563.918493, "env_id": "ContactProcess"}
r,l,t
-11999.817001,10,124.103267
-8700.000298,7,124.112519
-6199.975136,6,124.121365
-11300.000698,9,124.132929
-14399.123848,11,124.145647
-6799.818223,6,124.153467
-17999.059683,12,124.167237
-17800.000768,14,124.184791
-13400.000697,11,124.199011
-15999.367467,11,124.210456
-22698.523899,18,124.233746
-10898.221728,8,124.242946
-8999.208922,7,124.252311
-10399.216645,8,124.262427
-11399.412896,8,124.271441
-5600.000198,4,124.276986
-4600.000398,4,124.282859
-6900.000299,5,124.289163
-9498.223587,7,124.298124
-19199.979518,14,124.312471
-14699.500895,11,124.325872
-17099.535872,14,124.346167
-28200.000105,21,124.367962
-17399.413685,13,124.383733
-7600.000298,6,124.392871
-13898.629806,11,124.406529
-14299.354463,12,124.423835
-22798.430469,18,124.443224
-13999.045933,10,124.453686
-12300.000294,10,124.464292
-9199.98519,8,124.476983
-12600.000293,10,124.487825
-28499.495049,21,124.511098
-9599.983832,7,124.519205
-11298.823387,9,124.52961
-9400.000695,7,124.538799
-31299.669764,23,124.563584
-9798.728899,8,124.573703
-13597.994854,10,124.587926
-9898.970578,7,124.596752
-6300.000405,5,124.603685
-9100.000399,7,124.611434
-20299.984374,15,124.629373
-13099.362154,10,124.641309
-9799.429193,8,124.655903
-13799.983619,11,124.668608
-14100.000623,11,124.681321
-8699.45083,7,124.690586
-6500.000199,5,124.696075
-7899.029328,7,124.705991
-7700.000498,5,124.711553
-12298.195516,10,124.724222
-13199.481032,9,124.735412
-18500.000759,15,124.750924
-14199.990815,11,124.766795
-4599.846415,4,124.773063
-5200.000098,4,124.778038
-9199.980622,6,124.785165
-14699.871771,12,124.799753
-8799.844006,8,124.810322
-20999.863854,17,124.831487
-9199.748744,8,124.841471
-9599.547301,8,124.851667
-9599.352619,8,124.862901
-9399.256534,7,124.872303
-16400.000311,12,124.885498
-6799.860098,6,124.894823
-11499.816574,9,124.905382
-9799.988571,7,124.913483
-17199.339581,13,124.929882
-8398.941808,7,124.94032
-11599.550327,9,124.950914
-16500.000243,12,124.964855
-8498.955085,7,124.979863
-15598.727578,12,124.99455
-7799.462053,6,125.002854
-9598.157105,7,125.011586
-23099.327204,17,125.029336
-12200.000696,10,125.041576
-20199.917446,15,125.055285
-21599.277038,17,125.073353
-24998.982646,18,125.093226
-15700.000167,11,125.104379
-11699.992543,9,125.112901
-15899.107218,12,125.127137
-14599.982972,11,125.141317
-9098.985931,7,125.150577
-28699.57289,22,125.174343
-6698.684233,5,125.181639
-11599.493045,9,125.193042
-23499.964346,17,125.211719
-20899.99595,16,125.229879
-21197.450097,15,125.243593
-13499.006556,11,125.258116
-8299.981841,6,125.26948
-14698.414881,11,125.284358
-10299.957109,8,125.294608
-11899.717179,9,125.304838
-13099.218031,11,125.318061
-12500.000901,9,125.330712
-14900.000123,11,125.34287
-6400.000253,5,125.349708
-9600.000379,7,125.358575
-7899.47981,6,125.366871
-9499.312701,7,125.376215
-24900.000906,18,125.396857
-6199.417858,5,125.403827
-10599.751953,8,125.413116
-16797.714798,13,125.427304
-9599.050684,7,125.435664
-23097.441879,19,125.456352
-13800.000299,11,125.470466
-21099.992391,16,125.48787
-13796.768423,11,125.502054
-8100.000099,6,125.507862
-10099.511011,8,125.518149
-7400.000398,6,125.525856
-14798.337024,12,125.539311
-25798.9721,20,125.562052
-7799.830737,6,125.570124
-18598.211249,14,125.590417
-7900.000553,6,125.598152
-11898.851691,9,125.609171
-15698.252193,11,125.621188
-32499.246954,24,125.645671
-17400.000437,13,125.660819
-8100.000495,7,125.670546
-11399.982398,9,125.681078
-11699.879559,8,125.689564
-22800.000375,17,125.711829
-14198.605734,11,125.72591
-14499.415995,12,125.742308
-12899.743504,10,125.752971
-14100.000274,10,125.762884
-13799.732959,10,125.772628
-10899.990618,9,125.784786
-7399.721172,6,125.792196
-11199.697948,8,125.802531
-17099.1709,12,125.818551
-21000.000715,16,125.836825
-8500.000042,6,125.843857
-16298.989904,13,125.858772
-8797.957102,6,125.866579
-9799.98866,7,125.874195
-36199.990191,29,125.910777
-12599.70345,10,125.922999
-22099.56018,16,125.938117
-14196.958064,11,125.951784
-19998.731128,15,125.970562
-12699.269276,10,125.985755
-33899.186151,26,126.015138
-17199.167363,13,126.029589
-11299.84944,9,126.041027
-20899.963179,16,126.058572
-17899.991294,14,126.074025
-10699.438889,8,126.084905
-20298.99926,15,126.102378
-11999.273454,9,126.113619
-12100.000354,9,126.123221
-18999.696409,14,126.140815
-6497.967984,5,126.147491
-7998.163945,6,126.155679
-7698.130296,6,126.163264
-8398.897541,6,126.170701
-10999.989001,7,126.178941
-8399.996902,7,126.187196
-9698.77151,7,126.19965
-24799.920336,18,126.222438
-13099.73381,10,126.233858
-10900.000675,8,126.244758
-14600.000451,11,126.255803
-14098.949368,10,126.269352
-18298.007708,13,126.283911
-16399.861262,13,126.300064
-13199.32242,10,126.311666
-10499.980311,8,126.320759
-6400.000398,5,126.327315
-19998.837714,15,126.344769
-13699.578253,11,126.356916
-11199.947493,8,126.366348
-11499.648737,9,126.376168
-18599.453922,14,126.394466
-34399.852945,24,126.417217
-11899.599198,9,126.427076
-9999.383441,8,126.438438
-14299.251444,11,126.450942
-12099.73273,9,126.462205
-5599.980317,4,126.466961
-15099.380478,12,126.480304
-19399.853665,15,126.50226
-25699.77628,20,126.523647
-7100.000298,5,126.530715
-21100.000179,15,126.544938
-9899.51289,8,126.553796
-10900.000092,8,126.562614
-11799.348884,9,126.573167
-26799.640084,19,126.591072
-11999.51982,9,126.600245
-8799.621138,7,126.609753
-5699.663219,4,126.614899
-12099.478571,9,126.626072
-14299.038084,10,126.63758
-24799.535426,18,126.65792
-11399.912164,9,126.66961
-23499.865757,18,126.689691
-11699.472651,9,126.700944
-6500.000287,5,126.707517
-28499.386371,20,126.726512
-7799.085131,7,126.73572
-5300.000398,4,126.74172
-26200.000866,20,126.764704
-15499.658127,13,126.779541
-11000.000583,8,126.793337
-9296.984323,7,126.802908
-7399.672901,6,126.811158
-23999.284755,18,126.830709
-11898.442927,9,126.841861
-14399.514989,11,126.853892
-5799.68537,4,126.859076
-16400.000043,13,126.872869
-14199.745093,11,126.886749
-31099.92497,23,126.909415
-14599.103612,11,126.921475
-11099.983154,8,126.931329
-9300.000267,7,126.940358
-32999.777442,25,126.968025
-14899.855025,12,126.984689
-33099.863094,24,127.008952
-16399.976264,13,127.023658
-17099.988256,13,127.03767
-16598.600939,13,127.052839
-6600.000099,5,127.058456
-16899.714775,12,127.071133
-11199.986761,9,127.081779
-18800.000444,13,127.099635
-10599.313607,9,127.1112
-15499.716099,12,127.127146
-7099.820822,5,127.133837
-6699.175515,5,127.140214
-13300.000342,10,127.152748
-26799.922621,21,127.176849
-13600.000563,11,127.190941
-24399.279154,18,127.209891
-21200.000498,16,127.226715
-10000.00041,8,127.235823
-45598.980773,33,127.268206
-8800.000398,7,127.276366
-10299.701908,9,127.289343
-13699.290492,11,127.303272
-8899.332731,7,127.311615
-41499.382691,32,127.344574
-20698.595823,16,127.362065
-8000.000091,6,127.368878
-10500.000397,8,127.381303
-7399.740732,6,127.389873
-15999.983804,12,127.403357
-15900.000393,13,127.418696
-17499.537589,14,127.43622
-12698.001808,10,127.447941
-9099.997194,7,127.456312
-24899.986392,19,127.476257
-15399.991424,12,127.489423
-11998.992407,10,127.501453
-8098.233423,7,127.50998
-13399.980313,10,127.520191
-16398.232714,13,127.536011
-12399.986341,10,127.548751
-18098.210336,14,127.56444
-7698.54738,6,127.573241
-12299.909615,9,127.584259
-16299.999946,12,127.598205
-17599.83325,13,127.610725
-13299.711253,10,127.622277
-14799.988437,11,127.634486
-14799.92757,12,127.648373
-12100.000193,11,127.660441
-6999.378511,6,127.670158
-6499.225129,5,127.676833
-14999.989938,12,127.694056
-18199.39908,13,127.708953
-25600.001381,19,127.72908
-7499.538907,6,127.737231
-15998.12568,12,127.749025
-15199.847672,11,127.761625
-24099.517667,17,127.781028
-10900.000497,9,127.790591
-17999.60299,13,127.805342
-8099.98401,6,127.812487
-12500.000455,10,127.824013
-8000.00014,6,127.831139
-25100.000906,19,127.850792
-5100.000398,4,127.856236
-12400.000197,10,127.866473
-13597.951513,11,127.88119
-22900.001054,18,127.897792
-23700.000177,19,127.918166
-29199.287997,21,127.93821
-14098.784186,11,127.953046
-11799.988979,9,127.963332
-14897.915261,12,127.981355
-7000.000196,5,127.987852
-11499.560671,9,127.998691
-12498.305613,10,128.010597
-10699.816633,8,128.02258
-8300.000695,7,128.032083
-9400.000328,7,128.041109
-8499.983947,6,128.048613
-14198.011183,11,128.059177
-16500.000531,12,128.072565
-10995.140058,9,128.082699
-8600.000775,7,128.091194
-10599.984653,8,128.099308
-13400.00042,10,128.110278
-7500.000298,6,128.116894
-6499.880429,5,128.122696
-16300.000578,12,128.136845
-20899.648832,15,128.153303
-7099.925199,6,128.161469
-9600.000368,7,128.171382
-7000.000299,6,128.179072
-12698.236852,9,128.191166
-11000.000542,8,128.200341
-9699.49193,7,128.209135
-32799.894074,26,128.233376
-15600.000294,12,128.244833
-18500.000776,14,128.261469
-8299.338397,6,128.272523
-11299.010253,8,128.28184
-14500.00054,10,128.293505
-15100.000462,11,128.306817
-13000.000529,10,128.320121
-12899.63286,10,128.332585
-7500.000485,6,128.340561
-9999.629295,9,128.352002
-11799.656145,9,128.362801
-23799.191986,18,128.380808
-9098.537992,8,128.391129
-8499.315667,7,128.40005
-9399.560051,8,128.411849
-15799.925934,12,128.425309
-15098.774588,12,128.439222
-7699.962454,6,128.447153
-14399.786454,10,128.459276
-26198.339903,21,128.482157
-10300.000503,8,128.492685
-7699.997599,6,128.500536
-7198.111551,6,128.506639
-8398.562753,7,128.51602
-17399.492977,13,128.531417
-16799.614905,14,128.547955
-14499.441853,11,128.561104
-26199.623189,20,128.586424
-8500.000627,7,128.595774
-15999.571228,13,128.611388
-13999.999068,10,128.622078
-12899.344024,10,128.633753
-18399.889052,14,128.650106
-10599.740661,8,128.66226
-26699.538992,20,128.683806
-16700.000398,13,128.698281
-11200.000724,9,128.709251
-9400.000263,7,128.717928
-10399.980421,8,128.726803
-11599.989548,8,128.736413
-11400.000098,8,128.74366
-12499.405893,9,128.754907
-9600.000434,7,128.763919
-13299.512926,10,128.77802
-10299.958649,8,128.788031
-12099.428013,9,128.798826
-12497.108533,10,128.811085
-7898.329344,6,128.819731
-21598.559012,16,128.839462
-11700.000135,9,128.850067
-24300.000773,19,128.873777
-9498.571052,9,128.88469
-8099.884176,6,128.896898
-23399.416075,18,128.914575
-14298.693567,11,128.927829
-28997.144215,22,128.954328
-8098.698369,6,128.963867
-15999.944268,11,128.97605
-11499.090715,9,128.986951
-9199.18807,7,128.995712
-5100.000323,4,129.001246
-17899.990636,14,129.015263
-13600.000597,10,129.027553
-10200.000665,7,129.036512
-8300.000299,6,129.043191
-6700.000557,6,129.050398
-10499.496561,8,129.062303
-21199.131852,17,129.082301
-8098.390056,7,129.091941
-5700.000198,4,129.096131
-7199.576435,6,129.103545
-8700.000267,7,129.11281
-16400.000395,13,129.12798
-11899.777816,10,129.141453
-19899.992999,14,129.155389
-6200.000279,5,129.162497
-9199.625861,7,129.171547
-6400.000299,5,129.177235
-14800.000297,12,129.190508
-7499.279456,6,129.198028
-8700.001004,7,129.212468
-6799.244092,5,129.221192
-12599.5555,9,129.233198
-17299.377775,14,129.253199
-13400.000017,11,129.265696
-11198.873901,9,129.2773
-26899.995429,20,129.298914
-7200.00036,6,129.30685
-6999.185753,6,129.316319
-6699.598215,6,129.32495
-23199.71027,17,129.343567
-12198.816834,10,129.356776
-16399.922071,14,129.374505
-12999.373938,10,129.387081
-9199.57424,7,129.396535
-11599.236765,9,129.40734
-12899.411042,10,129.419584
-12599.9221,10,129.431507
-11500.00065,9,129.440785
-12700.000258,10,129.452791
-6800.000097,5,129.457946
-12799.936168,11,129.471454
-18999.70918,15,129.487652
-13000.000045,10,129.498385
-22999.586223,18,129.521189
-14298.195479,11,129.536773
-13099.862534,11,129.54905
-9199.86158,9,129.561852
-8499.983062,6,129.568419
-7599.946387,7,129.576594
-24799.032694,22,129.603811
-16799.993376,13,129.615136
-7000.00013,6,129.622214
-27799.458169,21,129.642806
-9000.000378,7,129.650749
-9099.988251,6,129.657202
-9699.946897,8,129.668903
-18299.320211,15,129.685277
-8398.888235,7,129.694337
-25000.000614,19,129.714357
-20699.843696,16,129.732217
-10199.966243,8,129.742883
-26498.984644,21,129.76289
-10899.040315,8,129.770906
-37300.000115,29,129.798571
-9300.000497,7,129.809733
-22098.314365,18,129.830067
-7200.000399,6,129.837373
-23799.456301,18,129.857726
-8399.984848,7,129.86671
-12000.00057,10,129.878368
-9400.000176,7,129.887592
-11298.868581,8,129.897618
-6200.000199,5,129.903275
-8399.771215,7,129.913744
-14699.189833,11,129.928178
-13399.993371,10,129.937661
-17398.77647,14,129.953935
-9599.374931,8,129.963884
-18499.577938,15,129.980344
-12600.000096,9,129.989346
-7300.000139,6,129.996166
-12700.000197,9,130.006441
-19097.503189,14,130.022526
-23299.377361,19,130.042251
-8399.073215,7,130.05196
-14799.986192,11,130.065398
-8499.437323,7,130.07513
-13099.367382,11,130.089036
-18100.000239,14,130.10452
-18199.989094,14,130.12326
-13599.989596,11,130.138749
-13300.000162,10,130.148243
-8399.213491,7,130.157644
-11099.292274,9,130.169682
-9200.000434,7,130.179646
-7600.000398,5,130.185713
-9400.000097,7,130.192343
-15599.318892,13,130.210361
-16299.384856,12,130.223986
-7100.000192,6,130.231754
-8399.262654,7,130.241165
-19300.000161,14,130.253564
-21599.98682,17,130.275106
-13399.854521,10,130.287152
-15498.571285,13,130.30374
-16099.990526,12,130.318875
-13199.454213,10,130.332023
-9900.000197,8,130.34229
-9697.106375,9,130.354675
-12699.117607,10,130.365861
-11899.674212,9,130.376817
-17699.774365,13,130.392991
-11000.00015,8,130.400924
-6000.000283,4,130.406902
-26097.879426,21,130.435107
-4600.000387,4,130.440159
-6899.896567,6,130.448435
-4400.000024,4,130.453645
-14798.951004,11,130.466304
-13899.353392,12,130.482956
-10099.630246,8,130.493849
-15999.983219,13,130.50684
-15100.000133,12,130.51893
-14699.743019,12,130.533792
-9200.000095,7,130.541374
-14599.877557,11,130.556319
-9299.016969,7,130.566803
-17098.01485,13,130.582607
-13200.000286,11,130.593924
-19300.0004,15,130.608405
-10899.257978,9,130.620978
-16600.000117,12,130.63311
-11899.008945,10,130.644597
-13399.992297,10,130.655477
-16599.991842,14,130.672773
-10000.000273,8,130.681236
-7399.714055,6,130.689798
-14100.000092,11,130.700486
-15098.693742,12,130.713944
-14999.735186,12,130.728699
-7400.000274,6,130.740376
-16999.007513,14,130.75592
-19699.682779,15,130.771917
-28798.643512,23,130.797363
-14899.536981,12,130.809719
-10496.850674,9,130.819405
-13399.3442,11,130.832483
-13698.345196,11,130.844181
-11099.98038,9,130.853565
-20200.000602,16,130.871733
-6200.000298,5,130.878054
-12499.984968,10,130.890246
-12495.406383,10,130.902392
-12499.931113,9,130.912181
-8599.874475,7,130.92119
-8199.642344,7,130.932256
-10700.000498,9,130.941342
-8099.014956,7,130.950496
-17000.000475,14,130.964258
-9398.944913,8,130.97509
-11399.64291,10,130.987659
-10098.416091,8,130.99752
-10199.742623,8,131.007991
-13199.935925,11,131.020984
-7199.536195,6,131.02863
-25099.720514,19,131.051032
-22394.405492,18,131.066671
-12600.000701,10,131.078098
-16999.599917,15,131.094853
-14099.980702,10,131.104942
-23599.464254,19,131.123759
-11900.000309,10,131.134132
-21299.834382,17,131.153809
-8799.389162,7,131.16183
-10000.0006,8,131.172735
-9598.778123,8,131.182595
-17699.673996,13,131.196163
-21199.995654,15,131.20901
-18099.491013,15,131.2253
-18900.00026,16,131.241363
-11399.748794,10,131.255546
-20599.991913,16,131.270512
-10599.936487,8,131.279918
-21199.780128,18,131.29953
-7400.000411,7,131.313036
-6199.980341,5,131.319739
-20899.982762,17,131.339208
-7599.684432,6,131.346708
-8699.441484,8,131.356054
-6799.920381,5,131.363443
-9700.000099,7,131.371326
-5100.000298,5,131.378275
-4900.000183,4,131.383878
-15700.000708,13,131.399654
-7499.646976,7,131.40847
-16099.586273,12,131.420653
-10798.863449,8,131.432775
-13197.864871,12,131.447757
-11099.497656,9,131.460319
-15299.547158,13,131.477473
-8999.426945,7,131.488426
-12699.712132,10,131.500255
-7400.000298,6,131.508302
-6700.000199,5,131.51382
-9999.614534,8,131.52466
-11699.789565,9,131.535194
-14099.303473,10,131.545115
-9398.929552,7,131.554742
-7098.674792,6,131.563162
-14398.23242,12,131.576831
-14299.570042,11,131.590432
-24499.372964,20,131.612663
-14999.130892,12,131.626054
-7300.000297,6,131.636882
-18799.375056,15,131.654742
-18999.763458,16,131.671811
-9397.430621,9,131.683986
-6600.000099,6,131.691244
-15499.118972,13,131.707432
-7100.000198,6,131.713874
-17699.313201,13,131.729148
-22298.657342,17,131.744352
-10399.83426,7,131.752605
-12398.950744,10,131.764717
-9996.319223,8,131.77406
-21199.497916,17,131.793599
-29199.329478,24,131.819963
-10698.418859,8,131.828037
-7599.381374,6,131.836026
-8899.808771,7,131.846297
-17699.21236,15,131.86494
-18999.981335,14,131.880202
-13100.000729,12,131.894061
-9599.484089,9,131.907506
-10300.000375,8,131.915948
-11800.000245,9,131.925787
-31199.624457,25,131.956246
-22499.988047,17,131.975429
-13599.003643,10,131.987371
-26599.996309,20,132.004725
-15997.657652,13,132.020994
-15699.570221,13,132.035704
-15999.221595,13,132.049221
-9496.22738,7,132.05697
-9399.547638,8,132.067115
-11299.379279,10,132.07964
-18898.469517,16,132.099984
-9799.985122,7,132.109946
-14900.00027,12,132.123422
-33599.967504,28,132.154278
-7499.402633,5,132.160154
-14000.000375,11,132.171708
-6799.743166,6,132.180481
-13199.538497,11,132.192986
-22999.198311,18,132.213477
-7800.000385,6,132.220261
-19498.878888,16,132.243928
-9300.000881,8,132.255791
-5599.457935,5,132.262872
-9199.963501,8,132.271057
-7199.678922,6,132.278569
-14898.960846,11,132.291541
-29398.524285,23,132.314342
-6099.429664,5,132.321331
-19499.458201,15,132.336935
-17500.000498,14,132.34952
-12999.89277,12,132.364078
-25498.726819,20,132.386573
-9999.772165,9,132.396996
-20199.352596,17,132.417722
-9000.000893,8,132.429044
-9499.202191,8,132.438278
-19599.988431,15,132.45802
-10499.917886,8,132.468152
-28499.941321,23,132.491141
-5400.000498,5,132.497919
-16999.98865,13,132.51104
-8199.999979,6,132.518084
-28100.000581,22,132.543366
-19499.079496,16,132.560154
-20600.000607,14,132.57642
-17599.826358,14,132.591155
-17998.759888,14,132.606167
-9100.000383,7,132.614099
-9100.000196,7,132.623771
-27500.000565,21,132.644888
-17299.3888,13,132.660206
-16198.300423,13,132.673667
-18599.99413,14,132.687227
-8400.00046,6,132.696752
-10099.11061,9,132.711003
-24299.411367,21,132.734136
-17600.000195,14,132.747667
-21399.986142,17,132.767023
-16300.000492,13,132.780949
-18899.627884,16,132.79791
-7900.000199,6,132.805027
-10199.847571,9,132.820496
-20098.853743,18,132.841155
-9399.066029,7,132.850301
-14000.000774,11,132.864641
-20899.279324,17,132.886001
-14799.905405,12,132.900045
-16597.664133,13,132.915513
-15898.561634,13,132.929593
-8599.543361,7,132.938692
-21099.838395,16,132.956864
-9999.435628,8,132.966273
-14998.154342,13,132.981401
-7100.000599,6,132.987859
-12099.22215,9,132.999
-8299.66593,7,133.0077
-7700.00057,6,133.014887
-7499.631476,7,133.023281
-9300.000197,7,133.031075
-15400.000834,13,133.04595
-13899.580609,11,133.060634
-5599.58552,5,133.067748
-10999.880389,8,133.078057
-13798.327244,11,133.090978
-12399.832269,10,133.101583
-6700.000398,5,133.10771
-13599.567519,10,133.123819
-11198.454024,10,133.13881
-12500.000277,9,133.148003
-20098.834122,17,133.166615
-29800.000259,26,133.191553
-7899.477519,7,133.198846
-11099.860639,10,133.209568
-18399.204106,16,133.229153
-13399.153953,11,133.242795
-10799.240166,8,133.252721
-11399.774427,9,133.262817
-11399.991842,9,133.271909
-5700.000199,5,133.277768
-7100.000628,7,133.288053
-5699.985197,5,133.294763
-12198.73265,11,133.307184
-10599.880126,9,133.318151
-18900.000864,16,133.335758
-11199.849832,8,133.344489
-9199.321442,7,133.351968
-6600.000582,6,133.359926
-12200.000324,10,133.370954
-13298.539492,12,133.38671
-7800.000196,7,133.394113
-7200.000498,6,133.403901
-12399.992616,11,133.414548
-18499.707574,14,133.435295
-10899.205173,9,133.445647
-11499.777025,9,133.456569
-11299.56654,8,133.465222
-11599.172426,9,133.476517
-8700.000549,7,133.485136
-14199.375093,12,133.497787
-24499.479376,18,133.517633
-10599.760081,9,133.527975
-7599.093236,7,133.537641
-26799.750619,20,133.55809
-9199.83382,7,133.566244
-5900.000098,4,133.571241
-5900.000129,5,133.577166
-11898.448577,9,133.589286
-8899.961693,8,133.599651
-24399.845712,20,133.621817
-9799.989351,9,133.634284
-13400.000499,11,133.64468
-12699.692774,10,133.654772
-21899.761498,18,133.676642
-17699.307685,15,133.69326
-9800.000375,8,133.702185
-17199.547407,13,133.716852
-23798.765465,19,133.73643
-9299.040397,8,133.745593
-26699.727084,21,133.765901
-9600.000496,7,133.774096
-7200.000399,6,133.781316
-7599.211191,6,133.790019
-29699.366518,24,133.812036
-12599.991884,10,133.824123
-23899.740014,19,133.845387
-18799.632616,15,133.861295
-6699.390529,5,133.867516
-8699.973717,7,133.876865
-16099.638254,13,133.888902
-14999.087409,12,133.901974
-17198.32366,15,133.918906
-13699.991194,10,133.930085
-8399.422338,7,133.939562
-8399.874958,8,133.949281
-11799.913977,10,133.960687
-14798.617828,12,133.978002
-9900.000098,8,133.985684
-12700.000272,11,133.99789
-13500.000399,11,134.011737
-9598.502868,8,134.023109
-11399.631218,9,134.035549
-14599.684315,12,134.051553
-14400.000556,12,134.064689
-7898.572106,7,134.073771
-7300.000334,6,134.081759
-6797.49039,7,134.092269
-12999.341222,11,134.10456
-10198.655687,8,134.114349
-14600.000032,12,134.126222
-7900.000192,7,134.134344
-8799.696883,7,134.143535
-16700.000199,13,134.155621
-23299.448145,19,134.175937
-5399.595977,5,134.182724
-8900.000398,7,134.190548
-6399.583764,6,134.199375
-8398.684153,7,134.209075
-20399.557473,16,134.225877
-18098.784504,14,134.242844
-12499.772238,10,134.253834
-7800.000399,6,134.260985
-14399.084774,11,134.2737
-16797.867384,13,134.28905
-14799.555825,13,134.303176
-8799.645581,7,134.316371
-14399.929031,11,134.329434
-13400.000645,11,134.342687
-12500.000376,10,134.359279
-15399.653803,13,134.375198
-13599.988171,11,134.388375
-7699.682704,6,134.396595
-11400.000569,9,134.408405
-9299.508197,7,134.417818
-8199.509381,7,134.429074
-9799.619627,8,134.438581
-22799.569464,19,134.464383
-7499.988898,6,134.471154
-8900.000199,7,134.479061
-10600.000732,8,134.489216
-17299.089273,14,134.505092
-17099.990511,13,134.519737
-9799.299564,8,134.527967
-14700.000285,13,134.541046
-12799.703347,11,134.554638
-21300.000283,17,134.572675
-19498.184112,15,134.588494
-19599.442969,15,134.609918
-13399.625794,11,134.621257
-7599.809677,6,134.63521
-8099.980566,6,134.64343
-12499.513639,11,134.65771
-13800.00039,12,134.67036
-50699.923376,40,134.715827
-20499.782926,16,134.735279
-15800.000652,13,134.749027
-16199.993279,13,134.764311
-18800.000918,15,134.781928
-7799.590098,6,134.79054
-22099.068887,18,134.812624
-10396.861006,9,134.822833
-19699.536668,15,134.837876
-10099.946463,8,134.847926
-8099.005546,6,134.856112
-7300.000199,6,134.862493
-10399.618152,8,134.874101
-17799.960973,13,134.890039
-11200.000837,9,134.904085
-14198.715133,11,134.916332
-10099.970722,9,134.927578
-10600.000496,9,134.941016
-9499.980533,8,134.950185
-14599.379686,12,134.96234
-15399.827209,12,134.975899
-15000.000431,11,134.987663
-13300.000357,11,134.999184
-7400.000369,5,135.006863
-18599.218215,14,135.023966
-5300.000498,5,135.03179
-8198.556199,6,135.040803
-11198.636827,9,135.052254
-9800.000097,8,135.060593
-6498.375184,5,135.068027
-12599.221143,10,135.080133
-6599.756763,6,135.088093
-14299.993186,11,135.099778
-18299.963821,14,135.116589
-18700.000746,15,135.134361
-8299.383788,7,135.144439
-10000.000399,8,135.155051
-8798.398988,8,135.168604
-10199.233988,8,135.180428
-11699.993392,9,135.192312
-6399.507216,5,135.201878
-34899.576138,28,135.232549
-5899.228153,5,135.240991
-7299.227164,5,135.248201
-18900.000097,16,135.266762
-14099.873351,11,135.282156
-6998.540731,5,135.291001
-9799.81498,7,135.299564
-15899.993248,12,135.312949
-6700.000498,6,135.321179
-9596.263338,8,135.332247
-15099.67142,13,135.346414
-11598.636874,9,135.357368
-14099.854684,11,135.370944
-6500.000105,5,135.377762
-9997.866426,9,135.391179
-11299.980176,10,135.403457
-7199.555447,6,135.412515
-13499.97206,11,135.42805
-7600.000397,6,135.43539
-13100.000675,11,135.448163
-7999.966058,6,135.456252
-9700.000901,8,135.466023
-9198.999199,8,135.477517
-7899.999977,7,135.485714
-22599.745837,18,135.504212
-11398.902339,10,135.51693
-17100.000593,14,135.53082
-5400.000548,5,135.538327
-12799.529414,10,135.550484
-6600.000297,6,135.556782
-14299.901507,11,135.570164
-7399.439312,6,135.582987
-12699.305915,10,135.595266
-24599.475295,21,135.619411
-11699.999976,9,135.628828
-10100.000023,8,135.638291
-11500.000374,9,135.648021
-17399.514869,15,135.66675
-11799.991472,9,135.676241
-9399.632825,8,135.685606
-15199.909948,13,135.700492
-17099.896166,14,135.71717
-9498.731699,9,135.730877
-13699.663303,11,135.747198
-20799.994598,17,135.764257
-10000.000483,7,135.772181
-11300.000094,10,135.78138
-7100.000076,5,135.787002
-11599.62529,9,135.798002
-14299.509094,12,135.810831
-17899.851863,15,135.827617
-15700.000089,13,135.840152
-11499.76838,9,135.851614
-9599.955608,9,135.863572
-8497.836967,7,135.872807
-22800.000006,19,135.897292
-23299.995152,19,135.915175
-26199.988648,20,135.936128
-8399.469236,7,135.945294
-12700.000297,10,135.955918
-16499.99355,13,135.968792
-10799.786763,8,135.978432
-10099.991584,9,135.988369
-19800.000298,14,136.002835
-17799.600428,14,136.019917
-12999.669113,10,136.031967
-8099.732593,7,136.04307
-14699.959595,12,136.056972
-8398.930586,7,136.066226
-27199.332137,23,136.092246
-10099.999827,9,136.103633
-8100.000262,7,136.112534
-29199.458363,23,136.147826
-12199.985002,10,136.163181
-10099.320342,8,136.175403
-13598.91268,12,136.190058
-8599.999979,7,136.201672
-6799.471271,6,136.210121
-7099.326861,6,136.219287
-13599.497642,11,136.234371
-6799.893923,6,136.243158
-8600.000399,7,136.250451
-15599.163194,12,136.263106
-5900.000198,4,136.267809
-15399.610177,12,136.281099
-13699.785127,11,136.293711
-11899.827956,10,136.307038
-17395.412246,14,136.324458
-11099.066455,9,136.33619
-14700.000259,12,136.349687
-8199.967671,7,136.360514
-11700.000484,10,136.373177
-28300.000202,22,136.399729
-23299.618,20,136.423512
-8600.000321,7,136.432896
-17199.52453,13,136.447727
-5100.000098,4,136.453201
-9098.8784,7,136.462223
-16099.877878,13,136.478107
-8299.860211,8,136.488975
-7799.752362,7,136.498106
-7500.000198,6,136.505134
-15199.415769,12,136.523636
-7100.000078,5,136.530031
-9799.441192,9,136.541658
-7800.000298,6,136.548814
-19100.000162,15,136.562757
-39599.992664,32,136.597778
-9299.989023,8,136.607095
-8900.000599,7,136.61473
-25098.332857,21,136.636338
-10900.000183,10,136.650957
-22799.851193,18,136.670267
-18199.613166,16,136.687343
-18600.000267,15,136.702926
-14999.634955,13,136.718767
-14999.708088,12,136.731505
-7600.000199,6,136.737711
-30899.151947,25,136.765495
-24099.312009,19,136.781528
-9199.98892,7,136.789702
-11100.000305,9,136.80326
-23399.980936,19,136.823915
